Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,506.313,-482.5355,1.0492761672457258,8.58,2.81,5.77,0.4870017331022531,15.25,4.84,47.07663414634146,Normal
2,100.0,504.89,-493.737,1.022588949177396,8.57,2.8,5.77,0.4852686308492201,15.12,5.1,48.788241106719376,Normal
3,100.0,505.066,-497.341,1.015532602379454,8.57,2.81,5.76,0.48784722222222227,15.06,4.84,49.43747514910537,Normal
4,100.0,504.453,-498.7455,1.0114437122740956,8.58,2.81,5.77,0.4870017331022531,14.93,4.84,50.22613293051359,Normal
5,100.0,505.1235,-504.0845,1.0020611623646432,8.57,2.81,5.76,0.48784722222222227,14.86,4.84,51.124188640973635,Normal
6,100.0,505.021,-502.8205,1.0043763132171422,8.58,2.81,5.77,0.4870017331022531,14.86,4.84,50.9959939148073,Normal
7,100.0,501.8605,-509.8825,0.9842669634670733,8.57,2.8,5.77,0.4852686308492201,14.8,4.9,52.02882653061224,Normal
8,100.0,502.5595,-502.842,0.9994381933092303,8.57,2.81,5.76,0.48784722222222227,14.67,4.84,52.000206825232674,Normal
9,100.0,502.223,-502.873,0.998707427123747,8.58,2.81,5.77,0.4870017331022531,14.67,4.84,52.00341261633919,Normal
10,100.0,503.081,-511.657,0.9832387712862328,8.57,2.81,5.76,0.48784722222222227,14.73,4.84,52.585508735868444,Normal
11,100.0,502.45,-511.749,0.9818289825676259,8.58,2.81,5.77,0.4870017331022531,14.67,4.84,52.92130299896588,Normal
12,100.0,502.0635,-512.243,0.9801275956918882,8.57,2.8,5.77,0.4852686308492201,14.67,4.84,52.97238883143744,Normal
13,100.0,621.6155,-582.829,1.0665486789435668,8.57,2.81,5.76,0.48784722222222227,16.69,4.84,49.857057313943535,Recruitment
14,100.0,624.7245,-507.7325,1.2304205462522095,13.39,7.62,5.77,1.320623916811092,16.95,4.84,42.488075313807535,InPause
15,100.0,711.486,-710.5975,1.0012503562143127,8.58,2.81,5.77,0.4870017331022531,18.31,4.9,53.3882419233659,Recruitment
16,100.0,956.6425,-840.6175,1.1380235362694686,8.57,2.8,5.77,0.4852686308492201,21.05,4.84,52.374922118380056,Recruitment
17,100.0,1035.0525,-951.3695,1.0879605663204464,8.57,2.81,5.76,0.48784722222222227,22.61,4.84,54.02438955139126,Recruitment
18,100.0,1039.981,-738.9925,1.4072957438674953,23.4,17.63,5.77,3.0554592720970537,22.54,4.9,42.13184150513113,InPause
19,100.0,1012.83,-1138.4325,0.8896706655862339,8.57,2.81,5.76,0.48784722222222227,19.16,5.16,80.3977754237288,Recruitment
20,100.0,1030.0895,-824.383,1.2495278286912759,25.67,19.9,5.77,3.448873483535529,19.42,5.1,57.16941747572815,InPause
21,100.0,1014.3815,-1005.3505,1.0089829367966694,22.16,16.39,5.77,2.840554592720971,18.31,4.97,75.53347107438017,InPause
22,100.0,735.9135,-853.4015,0.8623297474869682,8.58,2.81,5.77,0.4870017331022531,13.56,4.84,99.69643691588784,Recruitment
23,100.0,498.9905,-583.2775,0.8554941687275781,8.57,2.8,5.77,0.4852686308492201,10.44,4.97,107.22012867647061,Recruitment
24,100.0,493.866,-483.288,1.02188757014451,8.57,2.81,5.76,0.48784722222222227,10.05,4.84,95.70059405940593,Normal
25,100.0,491.27,-524.057,0.9374361949177283,8.58,2.81,5.77,0.4870017331022531,10.44,5.03,96.33400735294119,Normal
