Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,539.122,-568.277,0.9486957944805084,8.57,2.86,5.71,0.5008756567425569,10.24,4.77,108.44980916030535,Normal
2,100.0,539.1355,-570.7885,0.9445451336177936,8.58,2.86,5.72,0.5,10.31,4.77,107.49312617702448,Normal
3,100.0,538.6945,-575.5605,0.9359476545037401,8.58,2.85,5.73,0.49738219895287955,10.31,4.77,108.39180790960452,Normal
4,100.0,538.242,-571.8695,0.9411972486729926,8.57,2.85,5.72,0.4982517482517483,10.31,4.97,107.69670433145009,Normal
5,100.0,538.607,-570.6465,0.9438540322248538,8.57,2.85,5.72,0.4982517482517483,10.31,5.16,107.46638418079094,Normal
6,100.0,538.8725,-578.4995,0.9315003729475997,8.57,2.86,5.71,0.5008756567425569,10.31,4.77,108.94529190207156,Normal
7,100.0,538.962,-574.6895,0.9378316464804038,8.58,2.86,5.72,0.5,10.31,4.84,108.22777777777776,Normal
8,100.0,538.525,-578.2615,0.9312828192781294,8.58,2.85,5.73,0.49738219895287955,10.31,4.84,108.90047080979282,Normal
9,100.0,538.4605,-575.98,0.9348597173512969,8.57,2.85,5.72,0.4982517482517483,10.31,4.9,108.47080979284368,Normal
10,100.0,538.4335,-359.458,1.4979037884815471,6.97,2.85,4.12,0.691747572815534,10.31,5.42,67.69453860640301,Bronch
11,100.0,538.553,-187.818,2.867419523155395,8.57,2.85,5.72,0.4982517482517483,7.57,1.91,73.08093385214008,Bronch
12,100.0,538.465,-270.7,1.9891577391946806,8.57,2.85,5.72,0.4982517482517483,11.28,5.29,43.105095541401276,Bronch
13,100.0,539.5315,-89.711,6.014106408355721,8.57,2.86,5.71,0.5008756567425569,9.26,4.45,21.05892018779343,Bronch
14,100.0,539.5005,-2.189,246.45979899497488,8.58,2.86,5.72,0.5,8.87,4.25,0.5656330749354006,Bronch
15,100.0,538.781,85.751,-6.283087077701717,8.58,2.85,5.73,0.49738219895287955,8.16,4.58,-27.13639240506329,Bronch
16,100.0,538.3165,183.8685,-2.9277255212284867,8.57,2.85,5.72,0.4982517482517483,6.14,3.01,-161.28815789473688,Bronch
17,100.0,538.8285,-225.3105,2.3914930728927413,8.57,2.85,5.72,0.4982517482517483,7.9,3.14,77.69327586206896,Bronch
18,100.0,539.155,-538.8465,1.000572519261051,8.58,2.86,5.72,0.5,10.05,4.84,106.70227722772276,Bronch
19,100.0,538.4035,-561.8895,0.9582017460728489,8.57,2.85,5.72,0.4982517482517483,10.18,5.36,108.47287644787646,Bronch
20,100.0,538.6885,-389.673,1.3824116631124044,8.58,2.85,5.73,0.49738219895287955,10.24,4.84,74.36507633587786,Bronch
21,100.0,538.489,38.4325,-14.011292525857025,8.57,2.85,5.72,0.4982517482517483,9.13,4.19,-9.305690072639223,Bronch
22,100.0,538.565,108.944,-4.943503084153327,6.2,2.85,3.35,0.8507462686567164,5.03,2.43,-3631.4666666666367,Noise
23,100.0,539.447,102.226,-5.277003893334377,6.02,2.86,3.16,0.9050632911392404,5.62,1.91,-164.8806451612903,Noise
24,100.0,538.7035,187.9335,-2.8664580822471777,8.57,2.85,5.72,0.4982517482517483,6.33,1.84,-141.3033834586466,Bronch
25,100.0,538.892,185.7235,-2.901582190729768,8.58,2.85,5.73,0.49738219895287955,6.66,2.82,-111.88162650602409,Bronch
26,100.0,538.583,150.1815,-3.5862140143759382,8.57,2.85,5.72,0.4982517482517483,6.99,4.06,-75.4680904522613,Bronch
27,100.0,538.6205,-160.5415,3.3550234674523405,8.58,2.85,5.73,0.49738219895287955,9.98,5.03,32.23724899598393,Bronch
28,100.0,538.261,-26.729,20.13771558980882,8.56,2.85,5.71,0.4991243432574431,8.22,4.38,8.300931677018632,Bronch
29,100.0,539.291,-157.5455,3.4230809512172677,8.58,2.86,5.72,0.5,9.07,4.25,38.708968058968054,Bronch
30,100.0,539.441,-147.435,3.6588394885881916,8.58,2.86,5.72,0.5,10.57,4.71,26.46947935368043,Bronch
31,100.0,538.502,-207.7745,2.591761741695925,8.57,2.85,5.72,0.4982517482517483,9.72,4.32,44.02002118644067,Bronch
32,100.0,538.8235,-228.189,2.361303568533102,8.57,2.85,5.72,0.4982517482517483,9.65,4.84,49.07290322580645,Bronch
33,100.0,539.22,-120.57,4.4722567802936055,7.03,2.86,4.17,0.6858513189448441,10.44,4.45,22.16360294117647,Bronch
34,100.0,539.057,2.1625,-249.2749132947977,2.99,2.85,0.14,20.357142857142854,3.08,1.97,1.1263020833333335,Noise
35,100.0,538.6125,0.4285,-1256.9719953325553,2.96,2.85,0.11,25.90909090909091,3.01,1.84,0.21532663316582912,Noise
36,100.0,539.091,187.098,-2.8813295705993647,8.58,2.86,5.72,0.5,3.99,1.84,185.2455445544555,Bronch
37,100.0,538.4225,-330.246,1.6303679681207344,8.57,2.85,5.72,0.4982517482517483,8.61,3.93,91.4808864265928,Bronch
38,100.0,538.713,-521.815,1.0323831242873431,8.57,2.85,5.72,0.4982517482517483,10.05,4.84,103.32970297029702,Bronch
39,100.0,539.072,-556.8825,0.9680174902245985,8.58,2.86,5.72,0.5,10.24,4.84,106.27528625954199,Bronch
40,100.0,538.4725,-535.26,1.0060017561558867,8.57,2.85,5.72,0.4982517482517483,10.24,5.62,102.14885496183206,Bronch
41,100.0,538.9635,-326.2775,1.6518561653806958,8.57,2.85,5.72,0.4982517482517483,9.07,3.27,80.1664619164619,Bronch
42,100.0,539.195,-379.551,1.4206127766755985,8.58,2.86,5.72,0.5,11.09,4.77,62.323645320197045,Bronch
43,100.0,538.622,-258.206,2.0860165914037627,8.58,2.85,5.73,0.49738219895287955,10.24,4.77,49.275954198473286,Bronch
44,100.0,538.179,-315.331,1.7067113604434703,8.57,2.85,5.72,0.4982517482517483,10.96,4.84,52.90788590604026,Bronch
45,100.0,538.591,-288.5825,1.8663328510911092,8.57,2.85,5.72,0.4982517482517483,10.7,4.38,50.62850877192983,Bronch
46,100.0,539.1815,-51.2275,10.525235469230395,8.58,2.86,5.72,0.5,9.46,4.45,11.485986547085199,Bronch
47,100.0,538.436,7.816,-68.88894575230297,8.57,2.85,5.72,0.4982517482517483,9.72,4.71,-1.6559322033898303,Bronch
48,100.0,538.8345,-202.217,2.6646350207944933,8.57,2.85,5.72,0.4982517482517483,10.24,4.19,38.59103053435115,Bronch
49,100.0,539.355,159.471,-3.3821509866997763,8.58,2.86,5.72,0.5,7.38,3.67,-67.0046218487395,Bronch
50,100.0,538.6205,146.391,-3.6793279641508017,7.33,2.85,4.48,0.6361607142857142,7.64,3.86,-55.451136363636365,Bronch
51,100.0,538.658,187.5195,-2.8725439220987687,8.57,2.85,5.72,0.4982517482517483,5.55,1.97,-340.94454545454556,Bronch
52,100.0,539.309,183.4815,-2.9393099576796566,8.58,2.86,5.72,0.5,7.31,2.43,-79.4292207792208,Bronch
53,100.0,538.7725,-417.5125,1.2904344181311938,8.57,2.85,5.72,0.4982517482517483,9.26,4.45,98.00762910798122,Noise
54,100.0,639.4815,-621.652,1.0286808375103755,8.57,2.86,5.71,0.5008756567425569,11.28,4.84,98.9891719745223,Recruitment
55,100.0,736.4995,-720.1335,1.0227263417130297,8.58,2.86,5.72,0.5,12.32,4.84,98.37889344262295,Recruitment
56,100.0,996.688,-891.2925,1.1182501816182677,8.58,2.85,5.73,0.49738219895287955,14.99,4.84,89.21846846846847,Recruitment
57,100.0,1204.157,-1074.758,1.1203982664004362,8.57,2.85,5.72,0.4982517482517483,17.34,5.16,87.09546191247975,Recruitment
58,100.0,1205.277,-1147.2455,1.050583331989535,8.57,2.85,5.72,0.4982517482517483,17.66,5.88,90.61970774091627,Recruitment
59,100.0,1375.3935,-1267.0295,1.0855260276102487,8.57,2.86,5.71,0.5008756567425569,19.94,5.03,84.80786479250335,Recruitment
60,100.0,1405.0845,-1363.2615,1.0306786335563645,8.58,2.86,5.72,0.5,20.72,5.03,86.72146946564887,Recruitment
61,100.0,1474.3685,-1418.249,1.039569567826242,8.58,2.85,5.73,0.49738219895287955,21.7,5.03,84.92508982035929,Recruitment
