Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,492.822,-482.458,1.0214816626525005,8.57,2.86,5.71,0.5008756567425569,11.8,5.75,70.94970588235294,Bronch
2,100.0,496.973,-394.564,1.2595497815310064,8.58,2.86,5.72,0.5,11.09,5.03,64.7888341543514,Bronch
3,100.0,494.581,-329.118,1.5027467352135102,8.57,2.86,5.71,0.5008756567425569,11.09,5.16,54.0423645320197,Bronch
4,100.0,497.016,-265.4965,1.8720246782914276,8.58,2.86,5.72,0.5,10.31,4.71,49.99934086629002,Bronch
5,100.0,494.6155,-224.724,2.200990993396344,8.57,2.85,5.72,0.4982517482517483,9.85,4.77,46.33484536082474,Bronch
6,100.0,492.951,-285.0485,1.7293583372654129,8.57,2.86,5.71,0.5008756567425569,10.83,4.77,48.89339622641509,Bronch
7,100.0,495.139,-278.8105,1.7758979665399977,8.58,2.86,5.72,0.5,10.44,4.58,51.25193014705883,Bronch
8,100.0,494.647,-175.55,2.8176986613500423,8.57,2.86,5.71,0.5008756567425569,9.59,4.71,38.24618736383442,Bronch
9,100.0,492.83,-215.7015,2.2847778063666686,8.58,2.86,5.72,0.5,10.24,5.1,41.16440839694656,Bronch
10,100.0,492.6285,-331.0705,1.4879866976973182,8.57,2.85,5.72,0.4982517482517483,10.76,4.9,57.47751736111111,Bronch
11,100.0,495.291,-122.7645,4.034480651980011,8.57,2.86,5.71,0.5008756567425569,9.26,4.64,28.817957746478875,Bronch
12,100.0,489.668,-248.466,1.970764611657128,8.58,2.86,5.72,0.5,10.89,5.03,42.18438030560272,Bronch
13,100.0,494.5375,-198.7755,2.487919788907587,8.57,2.86,5.71,0.5008756567425569,9.65,5.03,42.74741935483871,Bronch
14,100.0,492.558,-267.797,1.839296183303024,8.58,2.86,5.72,0.5,11.61,4.97,40.51391830559759,Bronch
15,100.0,496.885,-245.925,2.0204737216631083,8.57,2.85,5.72,0.4982517482517483,10.31,4.84,46.313559322033896,Bronch
16,100.0,495.2375,-114.271,4.333886112837027,8.57,2.86,5.71,0.5008756567425569,9.92,4.25,23.22581300813008,Bronch
17,100.0,492.881,-192.689,2.557909377286716,8.58,2.86,5.72,0.5,9.72,4.84,40.82394067796609,Bronch
18,100.0,492.371,-206.0965,2.389031351818202,8.57,2.86,5.71,0.5008756567425569,10.89,5.23,34.9909168081494,Bronch
19,100.0,495.022,-272.7005,1.81525886457854,8.58,2.86,5.72,0.5,10.89,4.97,46.29889643463497,Bronch
20,100.0,494.7055,-259.563,1.905916867966544,8.57,2.85,5.72,0.4982517482517483,9.59,4.9,56.54967320261438,Bronch
21,100.0,492.826,-400.7725,1.2296901608768067,8.57,2.86,5.71,0.5008756567425569,10.96,5.29,67.24370805369126,Bronch
22,100.0,494.911,-342.779,1.4438194871914558,8.58,2.86,5.72,0.5,11.8,4.97,50.40867647058823,Bronch
23,100.0,497.1135,-303.4585,1.6381597483675692,8.57,2.86,5.71,0.5008756567425569,10.18,4.38,58.58272200772201,Bronch
24,100.0,492.921,-299.6185,1.645162097801037,8.58,2.86,5.72,0.5,11.41,4.9,46.74235569422777,Bronch
25,100.0,496.9205,-174.241,2.851914876521599,8.57,2.85,5.72,0.4982517482517483,10.63,4.77,30.94866785079929,Bronch
26,100.0,495.0275,-258.3015,1.916471642634673,8.57,2.86,5.71,0.5008756567425569,10.83,4.9,44.30557461406517,Bronch
27,100.0,495.134,-204.5865,2.4201694637720474,8.58,2.86,5.72,0.5,10.7,4.58,35.89236842105264,Bronch
28,100.0,494.9465,-220.767,2.2419405980060425,8.57,2.86,5.71,0.5008756567425569,10.7,4.97,38.73105263157896,Bronch
29,100.0,495.099,-313.3605,1.579966205057753,8.58,2.86,5.72,0.5,10.57,5.29,56.258617594254936,Bronch
30,100.0,494.6645,-83.5415,5.921182885152888,8.57,2.85,5.72,0.4982517482517483,10.24,4.64,15.943034351145036,Bronch
31,100.0,495.1525,-89.6295,5.524436708896067,8.57,2.86,5.71,0.5008756567425569,9.72,4.64,18.989300847457624,Bronch
32,100.0,493.159,-257.943,1.9118913868567864,8.58,2.86,5.72,0.5,10.31,4.58,48.57683615819208,Bronch
33,100.0,494.9705,-311.886,1.5870237843314543,8.57,2.86,5.71,0.5008756567425569,10.11,4.84,61.03444227005872,Bronch
34,100.0,492.75,-402.943,1.222877677487883,8.58,2.86,5.72,0.5,11.48,4.84,62.18256172839506,Bronch
35,100.0,496.9385,-281.4135,1.765865887741704,8.57,2.85,5.72,0.4982517482517483,10.57,5.1,50.52307001795332,Bronch
36,100.0,495.149,-358.6955,1.3804159795704156,8.57,2.86,5.71,0.5008756567425569,11.61,4.97,54.26558245083208,Bronch
37,100.0,497.149,-341.7745,1.4546111544307725,8.58,2.86,5.72,0.5,10.76,4.84,59.335850694444446,Bronch
38,100.0,494.92,-391.9085,1.262845791811099,8.57,2.86,5.71,0.5008756567425569,11.22,5.62,63.007797427652726,Bronch
39,100.0,497.547,-206.4515,2.4099945992157963,8.58,2.86,5.72,0.5,11.02,4.9,34.29426910299004,Bronch
40,100.0,494.8705,-417.8975,1.1841910994921003,8.57,2.85,5.72,0.4982517482517483,11.74,5.1,62.00259643916913,Bronch
41,100.0,497.2765,-259.1665,1.9187530024135064,8.57,2.86,5.71,0.5008756567425569,10.44,5.23,47.64090073529412,Bronch
42,100.0,492.9645,-341.468,1.4436623636768304,8.58,2.86,5.72,0.5,11.09,4.9,56.07027914614122,Bronch
43,100.0,497.0075,-284.549,1.7466499618694848,8.39,2.86,5.53,0.5171790235081374,9.85,4.71,58.6698969072165,Bronch
44,100.0,497.731,190.399,-2.6141471331257,8.58,2.86,5.72,0.5,4.77,2.04,827.8217391304332,Noise
45,100.0,480.7195,-461.8705,1.0408101405047518,8.57,2.85,5.72,0.4982517482517483,10.11,5.23,90.38561643835617,Noise
46,100.0,493.066,-486.838,1.0127927565227035,8.57,2.86,5.71,0.5008756567425569,10.5,5.03,88.516,Noise
47,100.0,872.654,-702.5895,1.2420538593303772,8.58,2.86,5.72,0.5,14.54,4.97,73.64669811320756,Recruitment
48,100.0,1060.7175,-905.3565,1.171602015338709,8.58,2.86,5.72,0.5,18.18,5.23,68.69169195751138,Recruitment
49,100.0,1070.2715,-800.0305,1.3377883718183246,28.5,22.79,5.71,3.991243432574431,19.61,5.16,54.75910335386721,InPause
50,100.0,1127.219,-1017.81,1.1074945225533257,12.32,6.6,5.72,1.1538461538461535,21.31,4.97,62.40404659717965,InPause
51,100.0,816.609,-831.9605,0.9815478018487656,8.57,2.86,5.71,0.5008756567425569,14.47,5.36,87.85221752903907,Recruitment
52,100.0,583.432,-613.8935,0.950379829726166,8.58,2.86,5.72,0.5,10.83,4.97,105.2990566037736,Recruitment
53,100.0,574.9735,-589.7475,0.9749486008842768,8.57,2.86,5.71,0.5008756567425569,10.7,5.23,103.46447368421052,Recruitment
54,100.0,573.007,-585.4775,0.978700291642292,8.58,2.86,5.72,0.5,10.7,5.16,102.715350877193,Recruitment
55,100.0,494.703,-511.1985,0.9677317128277958,8.57,2.85,5.72,0.4982517482517483,9.72,5.29,108.30476694915254,Normal
56,100.0,493.114,-488.3035,1.0098514550888944,8.57,2.86,5.71,0.5008756567425569,9.72,5.55,103.4541313559322,Normal
57,100.0,493.087,-512.493,0.9621341169537924,8.58,2.86,5.72,0.5,9.85,5.1,105.66865979381446,Normal
58,100.0,492.7025,-487.003,1.011703213327228,8.57,2.85,5.72,0.4982517482517483,9.72,5.1,103.17860169491524,Normal
59,100.0,493.499,-513.115,0.9617707531450064,8.57,2.86,5.71,0.5008756567425569,9.85,5.16,105.79690721649486,Normal
60,100.0,493.064,-499.1585,0.9877904513295878,8.58,2.86,5.72,0.5,9.72,4.97,105.7539194915254,Normal
61,100.0,493.1005,-500.269,0.9856707091584728,8.57,2.86,5.71,0.5008756567425569,9.78,5.62,104.65878661087868,Noise
62,100.0,571.012,-567.7755,1.0057003164102714,8.58,2.86,5.72,0.5,10.7,4.97,99.60973684210526,Noise
63,100.0,575.2425,-574.1375,1.001924626069539,8.57,2.86,5.71,0.5008756567425569,10.83,5.62,98.47984562607203,Noise
64,100.0,574.882,-584.6845,0.9832345478629928,8.58,2.86,5.72,0.5,10.83,4.97,100.28893653516296,Noise
65,100.0,574.6275,-580.313,0.9902027009562082,8.57,2.86,5.71,0.5008756567425569,10.83,5.1,99.53910806174956,Noise
66,100.0,575.2695,-568.2535,1.012346602352647,8.57,2.86,5.71,0.5008756567425569,10.83,4.97,97.47058319039452,Noise
67,100.0,574.771,-593.7895,0.9679709728784358,8.58,2.86,5.72,0.5,10.96,5.1,99.62911073825502,Noise
