Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,368.32,-366.798,1.0041494228430907,8.57,2.86,5.71,0.5008756567425569,14.02,5.03,40.664966740576496,Normal
2,100.0,368.538,-366.146,1.0065329131002387,8.58,2.86,5.72,0.5,13.63,4.9,42.4271147161066,Normal
3,100.0,367.835,-362.5565,1.0145591100973226,8.57,2.85,5.72,0.4982517482517483,13.76,5.1,41.38772831050229,Normal
4,100.0,368.4145,-358.123,1.0287373332625942,8.57,2.86,5.71,0.5008756567425569,13.76,5.49,40.88162100456621,Normal
5,100.0,368.523,-394.165,0.9349460251417554,8.58,2.86,5.72,0.5,13.76,4.84,44.99600456621005,Normal
6,100.0,368.1575,-432.116,0.8519876607207325,8.57,2.86,5.71,0.5008756567425569,14.73,5.42,44.41068859198355,Normal
7,100.0,368.4245,-358.3685,1.0280605019693416,8.58,2.86,5.72,0.5,13.82,4.9,40.631349206349206,Noise
8,100.0,367.865,-413.561,0.889506022086222,8.57,2.85,5.72,0.4982517482517483,14.08,5.29,45.54636563876652,Noise
9,100.0,368.2145,-307.3915,1.197868190890119,8.57,2.86,5.71,0.5008756567425569,12.91,5.62,38.86112515802781,Noise
10,100.0,368.98,-337.9575,1.0917940865345497,8.58,2.86,5.72,0.5,13.37,5.03,40.37724014336918,Normal
11,100.0,368.014,-346.7795,1.061233435079063,8.57,2.86,5.71,0.5008756567425569,13.82,5.03,39.31740362811791,Normal
12,100.0,368.3575,-359.6395,1.0242409412759166,8.58,2.86,5.72,0.5,13.76,4.84,41.05473744292237,Normal
13,100.0,367.888,-357.7145,1.0284402784902484,8.57,2.85,5.72,0.4982517482517483,13.89,5.1,40.23785151856018,Normal
14,100.0,368.332,-348.873,1.055776743972735,8.57,2.86,5.71,0.5008756567425569,13.89,5.29,39.243307086614166,Normal
15,100.0,368.4165,-368.6705,0.9993110379051212,8.58,2.86,5.72,0.5,14.47,5.1,38.93035902851109,Normal
16,100.0,368.0745,-368.4535,0.9989713763066438,8.57,2.86,5.71,0.5008756567425569,14.34,5.16,39.448982869379016,Normal
17,100.0,368.4775,-366.6225,1.0050597003729995,8.58,2.86,5.72,0.5,14.28,4.9,39.5067349137931,Normal
18,100.0,367.9465,-366.1385,1.0049380220872703,8.57,2.85,5.72,0.4982517482517483,14.28,5.1,39.45457974137931,Normal
19,100.0,368.3525,-372.213,0.9896282504909824,8.57,2.86,5.71,0.5008756567425569,14.41,5.49,39.55504782146652,Normal
20,100.0,368.5195,-358.7285,1.02729362177803,8.58,2.86,5.72,0.5,14.28,4.84,38.65608836206897,Normal
21,100.0,367.922,-368.657,0.998006276837277,8.57,2.86,5.71,0.5008756567425569,14.47,5.03,38.928933474128826,Normal
22,100.0,368.3275,-372.6315,0.98844971506703,8.58,2.86,5.72,0.5,14.47,4.84,39.34862724392819,Normal
23,100.0,367.925,-360.458,1.0207153121861632,8.57,2.85,5.72,0.4982517482517483,13.89,5.03,40.54645669291339,Normal
24,100.0,368.4225,-364.786,1.0099688584539976,8.57,2.86,5.71,0.5008756567425569,13.76,4.97,41.64223744292237,Normal
25,100.0,368.5665,-463.2645,0.7955854592786626,8.58,2.86,5.72,0.5,15.06,5.42,46.050149105367794,Noise
26,100.0,368.091,-348.3425,1.056692766458299,8.57,2.86,5.71,0.5008756567425569,13.95,5.03,38.92094972067039,Normal
27,100.0,368.556,-332.2895,1.1091412759054982,8.58,2.86,5.72,0.5,14.34,4.97,35.57703426124197,Normal
28,100.0,367.8545,-333.8355,1.1019034824037586,8.57,2.85,5.72,0.4982517482517483,14.54,4.97,34.9932389937107,Normal
29,100.0,368.479,-351.2255,1.0491237111200638,8.57,2.86,5.71,0.5008756567425569,14.8,5.29,35.83933673469387,Normal
30,100.0,368.5605,-364.1705,1.0120547930159087,8.58,2.86,5.72,0.5,14.86,4.84,36.934127789046656,Normal
31,100.0,368.127,-364.2295,1.0107006708682302,8.57,2.86,5.71,0.5008756567425569,14.73,5.1,37.43365878725591,Normal
32,100.0,368.5285,-371.2285,0.9927268515213676,8.58,2.86,5.72,0.5,14.73,4.77,38.152980472764646,Normal
33,100.0,368.153,-364.814,1.0091526092748633,8.57,2.85,5.72,0.4982517482517483,14.54,5.03,38.24046121593292,Normal
34,100.0,368.5,-370.687,0.9941001437870765,8.57,2.86,5.71,0.5008756567425569,14.8,5.1,37.82520408163265,Normal
35,100.0,368.4685,-368.5335,0.9998236252606616,8.58,2.86,5.72,0.5,14.54,4.77,38.63034591194969,Normal
36,100.0,368.154,-371.4135,0.9912240669765638,8.57,2.86,5.71,0.5008756567425569,14.54,5.29,38.93223270440252,Normal
37,100.0,368.556,-367.7105,1.0022993632218824,8.58,2.86,5.72,0.5,14.41,4.77,39.07656748140276,Normal
38,100.0,367.9555,-370.077,0.994267409214839,8.57,2.85,5.72,0.4982517482517483,14.41,4.97,39.32805526036132,Normal
39,100.0,368.2435,-365.0305,1.008802004216086,8.57,2.86,5.71,0.5008756567425569,14.21,5.29,39.63414766558089,Normal
40,100.0,368.5315,-369.1185,0.9984097247902776,8.58,2.86,5.72,0.5,14.15,4.77,40.34081967213115,Normal
41,100.0,368.014,-367.624,1.001060866537549,8.57,2.86,5.71,0.5008756567425569,14.28,5.1,39.6146551724138,Normal
42,100.0,368.395,-368.507,0.9996960709023166,8.58,2.86,5.72,0.5,14.21,4.77,40.01161780673181,Normal
43,100.0,367.993,-372.269,0.9885136823103724,8.57,2.85,5.72,0.4982517482517483,14.28,4.97,40.11519396551724,Normal
44,100.0,368.7005,-366.121,1.0070454849626216,8.57,2.86,5.71,0.5008756567425569,14.21,5.29,39.75255157437567,Normal
45,100.0,368.3895,-368.1455,1.0006627814274518,8.58,2.86,5.72,0.5,14.34,4.77,39.41600642398287,Normal
46,100.0,368.2005,-367.0715,1.0030756950621336,8.57,2.86,5.71,0.5008756567425569,14.28,5.36,39.555118534482766,Normal
47,100.0,368.3935,-365.135,1.0089240965670232,8.58,2.86,5.72,0.5,14.28,4.77,39.346443965517246,Normal
48,100.0,368.108,-369.0915,0.997335349093653,8.57,2.86,5.71,0.5008756567425569,14.21,4.9,40.07508143322475,Normal
49,100.0,368.3155,-364.803,1.009628484414876,8.57,2.86,5.71,0.5008756567425569,14.15,5.23,39.86918032786885,Normal
50,100.0,368.625,-367.675,1.002583803630924,8.58,2.86,5.72,0.5,14.21,4.77,39.92128121606949,Normal
51,100.0,368.0255,-368.0685,0.999883173920072,8.57,2.86,5.71,0.5008756567425569,14.28,5.16,39.66255387931034,Normal
52,100.0,368.578,-365.478,1.0084820426947725,8.58,2.86,5.72,0.5,14.34,4.77,39.1304068522484,Normal
53,100.0,368.127,-368.0095,1.0003192852358431,8.57,2.85,5.72,0.4982517482517483,14.41,4.97,39.10834218916047,Normal
54,100.0,368.4485,-365.3895,1.0083718880810753,8.57,2.86,5.71,0.5008756567425569,14.21,4.84,39.67312703583062,Normal
55,100.0,368.6265,-366.71,1.0052262005399364,8.58,2.86,5.72,0.5,14.15,4.77,40.077595628415295,Normal
56,100.0,368.193,-364.4295,1.0103271003033507,8.57,2.86,5.71,0.5008756567425569,14.28,5.36,39.270420258620696,Normal
57,100.0,368.46,-365.473,1.008172970369904,8.58,2.86,5.72,0.5,14.21,4.77,39.68219326818675,Normal
58,100.0,368.021,-368.1495,0.9996509570161036,8.57,2.86,5.71,0.5008756567425569,14.28,4.97,39.671282327586205,Normal
59,100.0,368.505,-364.5725,1.0107866062305852,8.58,2.86,5.72,0.5,14.28,5.1,39.28582974137931,Normal
60,100.0,367.995,-363.8355,1.011432364351472,8.57,2.85,5.72,0.4982517482517483,14.28,4.97,39.20641163793104,Normal
61,100.0,368.37,-363.8365,1.0124602671804506,8.57,2.86,5.71,0.5008756567425569,14.34,5.23,38.9546573875803,Normal
62,100.0,368.847,-365.394,1.0094500730718077,8.58,2.86,5.72,0.5,14.41,4.77,38.83039319872477,Normal
63,100.0,367.982,-364.311,1.0100765554704636,8.57,2.85,5.72,0.4982517482517483,14.34,4.9,39.00546038543897,Normal
64,100.0,368.656,-363.4815,1.0142359377299808,8.57,2.86,5.71,0.5008756567425569,14.41,5.1,38.62715196599362,Normal
65,100.0,368.4765,-363.9005,1.0125748659317588,8.58,2.86,5.72,0.5,14.28,4.77,39.213415948275866,Normal
66,100.0,368.349,-361.1855,1.0198332989557997,8.57,2.86,5.71,0.5008756567425569,14.41,5.42,38.383156216790645,Normal
67,100.0,368.612,-362.428,1.01706269934994,8.58,2.86,5.72,0.5,14.47,4.77,38.27117212249208,Normal
68,100.0,368.211,-365.242,1.008128857031776,8.57,2.86,5.71,0.5008756567425569,14.54,4.97,38.2853249475891,Normal
69,100.0,368.463,-363.559,1.0134888697570408,8.58,2.86,5.72,0.5,14.54,4.97,38.10890985324948,Normal
70,100.0,368.0215,-365.949,1.0056633574623786,8.57,2.85,5.72,0.4982517482517483,14.6,4.97,38.119687500000005,Normal
71,100.0,368.439,-365.5525,1.0078962666101312,8.57,2.86,5.71,0.5008756567425569,14.6,5.36,38.07838541666667,Normal
72,100.0,368.806,-363.37,1.014959958169359,8.58,2.86,5.72,0.5,14.54,4.77,38.08909853249476,Normal
73,100.0,368.041,-362.044,1.0165642850040326,8.57,2.85,5.72,0.4982517482517483,14.6,4.9,37.712916666666665,Normal
74,100.0,368.361,-359.562,1.024471440252307,8.57,2.86,5.71,0.5008756567425569,14.67,4.77,37.18324715615305,Normal
75,100.0,368.4595,-362.7445,1.0157548908391445,8.58,2.86,5.72,0.5,14.73,4.71,37.28103802672148,Normal
76,100.0,368.547,-359.4285,1.0253694406537046,8.57,2.86,5.71,0.5008756567425569,14.86,5.36,36.45319472616633,Normal
77,100.0,368.645,-363.0585,1.0153873273866332,8.58,2.86,5.72,0.5,15.06,4.71,36.08931411530815,Normal
78,100.0,368.2045,-361.098,1.019680253006109,8.57,2.86,5.71,0.5008756567425569,14.93,4.97,36.36435045317221,Normal
79,100.0,368.43,-364.845,1.0098260905315954,8.58,2.86,5.72,0.5,14.99,4.84,36.52102102102102,Normal
80,100.0,367.937,-357.256,1.0298973285263229,8.57,2.85,5.72,0.4982517482517483,15.25,4.97,34.85424390243902,Normal
81,100.0,368.481,-367.411,1.002912269910264,8.57,2.86,5.71,0.5008756567425569,15.19,5.36,36.05603532875368,Normal
