Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,429.81,-431.079,0.9970562240331818,8.57,2.85,5.72,0.4982517482517483,9.65,5.29,92.70516129032258,Normal
2,100.0,430.3135,-432.347,0.9952966020349395,8.57,2.86,5.71,0.5008756567425569,9.65,5.62,92.97784946236558,Normal
3,100.0,430.7895,-429.375,1.0032943231441047,8.57,2.86,5.71,0.5008756567425569,9.65,5.1,92.33870967741935,Normal
4,100.0,428.4735,-431.308,0.9934281302456713,8.58,2.86,5.72,0.5,9.65,5.29,92.75440860215053,Normal
5,100.0,430.536,-428.841,1.0039525138687766,8.58,2.86,5.72,0.5,9.65,5.1,92.22387096774193,Normal
6,100.0,430.334,-430.1915,1.0003312478280022,8.57,2.85,5.72,0.4982517482517483,9.72,5.29,91.14226694915253,Normal
7,100.0,430.647,-429.03,1.0037689672050907,8.57,2.86,5.71,0.5008756567425569,9.78,5.75,89.75523012552301,Normal
8,100.0,429.897,-429.168,1.0016986354993849,8.57,2.86,5.71,0.5008756567425569,9.72,5.1,90.92542372881354,Normal
9,100.0,429.464,-430.2275,0.9982253575143383,8.58,2.86,5.72,0.5,9.72,5.29,91.14989406779661,Normal
10,100.0,430.3815,-428.8705,1.003523208054646,8.58,2.86,5.72,0.5,9.65,5.1,92.23021505376343,Normal
11,100.0,429.821,-429.792,1.0000674744992928,8.57,2.85,5.72,0.4982517482517483,9.72,5.29,91.05762711864405,Normal
12,100.0,428.513,-426.7765,1.004068874457708,8.57,2.86,5.71,0.5008756567425569,9.72,5.49,90.41874999999999,Normal
13,100.0,430.8925,-429.16,1.0040369559138782,8.57,2.86,5.71,0.5008756567425569,9.72,5.1,90.92372881355932,Normal
14,100.0,427.5,-430.729,0.9925034070146195,8.58,2.86,5.72,0.5,9.65,5.29,92.62989247311828,Normal
15,100.0,427.7415,-424.759,1.0070216287353533,8.58,2.86,5.72,0.5,9.65,5.1,91.34602150537634,Normal
16,100.0,428.8495,-433.1205,0.9901390028871873,8.57,2.85,5.72,0.4982517482517483,9.72,5.29,91.76281779661015,Normal
17,100.0,427.458,-426.038,1.0033330360202612,8.57,2.86,5.71,0.5008756567425569,9.65,5.68,91.6210752688172,Normal
18,100.0,429.02,-425.5695,1.0081079588645332,8.57,2.86,5.71,0.5008756567425569,9.65,5.1,91.52032258064516,Normal
19,100.0,427.8275,-428.156,0.9992327562850923,8.58,2.86,5.72,0.5,9.72,5.23,90.71101694915254,Normal
20,100.0,429.1105,-423.6175,1.0129668864010575,8.58,2.86,5.72,0.5,9.72,5.1,89.74947033898304,Normal
21,100.0,427.2535,-425.013,1.0052716034568354,8.57,2.85,5.72,0.4982517482517483,9.72,5.29,90.04512711864405,Normal
22,100.0,429.8995,-424.849,1.011887753060499,8.57,2.86,5.71,0.5008756567425569,9.72,5.42,90.01038135593218,Normal
