Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,F_min,PEEP,Dy_comp,Label
45,100.0,370.731,48.9175,-7.578698829662187,8.57,2.86,5.71,0.5008756567425569,6.4,-0.95,4.58,-34.94107142857142,Bronch
46,100.0,354.9535,-197.3615,1.7984941338609608,6.72,2.86,3.86,0.7409326424870466,9.0,-35.3,5.42,49.340375,Noise
47,100.0,373.399,66.5735,-5.60882333060452,8.58,2.86,5.72,0.5,7.57,-13.87,2.04,-25.90408560311284,Bronch
48,100.0,365.3915,-198.1665,1.8438610966031088,8.58,2.86,5.72,0.5,8.61,-21.06,4.71,54.8937673130194,Bronch
49,100.0,366.3325,-151.9145,2.411438671094596,8.56,2.85,5.71,0.4991243432574431,9.13,-23.28,4.84,36.78317191283293,Bronch
50,100.0,367.735,-150.4805,2.443738557487515,8.58,2.87,5.71,0.5026269702276708,7.96,-12.75,4.51,50.83800675675676,Bronch
51,100.0,365.4105,-97.1685,3.760585992374072,8.58,2.86,5.72,0.5,8.22,-17.12,4.51,30.17655279503105,Bronch
52,100.0,366.4775,-53.548,6.843906401733025,8.57,2.85,5.72,0.4982517482517483,8.29,-17.2,4.32,16.275987841945295,Bronch
53,100.0,365.481,-11.7625,31.07171094580234,8.57,2.86,5.71,0.5008756567425569,8.22,-17.64,4.77,3.652950310559005,Bronch
54,100.0,367.11,156.356,-2.3479111770574845,8.58,2.86,5.72,0.5,6.92,-3.56,3.8,-81.43541666666667,Bronch
55,100.0,360.6465,53.446,-6.747867005949932,8.57,2.86,5.71,0.5008756567425569,7.05,-1.66,4.77,-26.071219512195125,Bronch
56,100.0,363.109,-168.7115,2.1522480684482086,8.58,2.86,5.72,0.5,8.03,-15.49,4.51,55.68036303630364,Bronch
57,100.0,364.7025,-245.0195,1.4884631631359952,8.57,2.85,5.72,0.4982517482517483,8.68,-21.73,4.58,66.58138586956522,Bronch
58,100.0,364.7695,-181.4025,2.010829508964871,8.58,2.86,5.72,0.5,8.55,-20.02,4.97,51.09929577464788,Bronch
59,100.0,366.743,-236.371,1.5515566630424205,8.56,2.85,5.71,0.4991243432574431,8.68,-21.27,4.58,64.23125,Bronch
60,100.0,366.989,-170.188,2.1563741274355417,8.58,2.87,5.71,0.5026269702276708,8.94,-23.93,4.77,43.19492385786802,Bronch
61,100.0,367.5235,-178.9495,2.053783329933864,8.58,2.86,5.72,0.5,8.74,-21.19,4.77,47.847459893048125,Bronch
62,100.0,366.8045,-172.8125,2.1225576853526222,8.57,2.85,5.72,0.4982517482517483,8.09,-15.74,4.64,55.926375404530745,Bronch
63,100.0,365.533,39.6335,-9.22282917229112,8.57,2.86,5.71,0.5008756567425569,7.31,-6.6,4.58,-17.15735930735931,Bronch
64,100.0,363.18,-54.259,6.6934517775852855,8.58,2.86,5.72,0.5,7.57,-12.02,4.45,21.112451361867706,Bronch
65,100.0,363.2225,-138.583,2.620974434093648,8.57,2.86,5.71,0.5008756567425569,8.55,-20.02,4.9,39.03746478873239,Bronch
66,100.0,367.2525,-19.2555,19.072602633013943,8.57,2.86,5.71,0.5008756567425569,7.96,-13.49,4.58,6.505236486486487,Bronch
67,100.0,365.3305,-135.0235,2.705680862960892,8.58,2.86,5.72,0.5,7.77,-11.13,4.71,48.744945848375465,Bronch
68,100.0,365.536,74.5935,-4.900373356927882,8.58,2.86,5.72,0.5,7.57,-10.67,4.64,-29.024708171206225,Bronch
69,100.0,366.6495,30.4365,-12.0463752402543,8.56,2.85,5.71,0.4991243432574431,6.99,-4.83,3.73,-15.29472361809045,Bronch
70,100.0,363.34,-253.1375,1.4353464026467828,8.58,2.87,5.71,0.5026269702276708,8.35,-18.45,4.64,75.5634328358209,Bronch
71,100.0,364.963,-148.3,2.460977747808496,8.58,2.86,5.72,0.5,8.03,-15.03,4.9,48.94389438943896,Bronch
72,100.0,364.722,-128.586,2.8364052074098263,8.57,2.85,5.72,0.4982517482517483,8.48,-19.73,4.84,36.95,Bronch
73,100.0,367.2205,-157.9785,2.3244966878404343,8.57,2.86,5.71,0.5008756567425569,7.44,-8.6,4.51,64.74528688524589,Bronch
74,100.0,362.4975,1.1065,-327.60732037957524,8.58,2.86,5.72,0.5,7.9,-14.08,4.9,-0.381551724137931,Bronch
75,100.0,366.0255,-8.0105,45.69321515510892,8.57,2.86,5.71,0.5008756567425569,7.64,-10.83,4.9,3.0342803030303034,Bronch
76,100.0,362.935,14.1625,-25.62647837599294,8.57,2.86,5.71,0.5008756567425569,7.7,-11.13,4.71,-5.24537037037037,Bronch
77,100.0,367.341,182.7365,-2.010222369367915,8.58,2.86,5.72,0.5,5.88,-1.12,3.93,-207.65511363636367,Bronch
78,100.0,365.524,178.3225,-2.0497918097828376,8.58,2.86,5.72,0.5,4.64,-0.36,2.75,495.3402777777773,Bronch
79,100.0,354.306,183.5865,-1.9299131472085365,8.57,2.85,5.72,0.4982517482517483,7.38,-0.74,4.97,-77.13718487394958,Bronch
80,100.0,359.905,-130.1705,2.7648737617202053,8.57,2.85,5.72,0.4982517482517483,7.44,-6.57,4.12,53.348565573770486,Bronch
81,100.0,362.61,10.6025,-34.2004244282009,8.58,2.86,5.72,0.5,8.29,-17.2,4.84,-3.2226443768996966,Bronch
82,100.0,366.7375,75.3645,-4.866183680645396,8.57,2.85,5.72,0.4982517482517483,7.18,-3.39,3.93,-34.570871559633034,Bronch
83,100.0,360.305,-201.0585,1.7920406249922285,8.57,2.86,5.71,0.5008756567425569,8.74,-22.85,5.29,53.758957219251336,Bronch
84,100.0,367.04,135.0625,-2.717556686719112,8.58,2.86,5.72,0.5,6.53,-2.61,4.32,-88.27614379084966,Bronch
85,100.0,363.165,-119.3165,3.0437114732664803,8.57,2.86,5.71,0.5008756567425569,7.18,-5.67,4.19,54.73233944954129,Bronch
86,100.0,362.6675,-72.2385,5.020418474912962,8.57,2.86,5.71,0.5008756567425569,8.42,-19.29,4.84,21.122368421052634,Bronch
87,100.0,365.603,-172.161,2.1236110385046554,8.58,2.86,5.72,0.5,8.16,-17.12,5.03,54.48132911392405,Bronch
88,100.0,365.338,-227.936,1.602809560578408,8.58,2.86,5.72,0.5,7.83,-13.05,4.9,80.54275618374558,Bronch
89,100.0,362.204,-129.6005,2.7947731683133936,8.56,2.85,5.71,0.4991243432574431,7.96,-13.57,4.97,43.78395270270271,Bronch
90,100.0,367.671,-107.0605,3.4342357825715366,8.58,2.87,5.71,0.5026269702276708,7.64,-11.13,4.19,40.553219696969705,Bronch
91,100.0,362.368,-161.8475,2.2389471570459847,8.58,2.86,5.72,0.5,8.03,-14.76,4.9,53.41501650165017,Bronch
92,100.0,364.7295,-170.9445,2.133613541237068,8.57,2.85,5.72,0.4982517482517483,8.09,-16.39,4.97,55.32184466019418,Bronch
93,100.0,365.5085,30.744,-11.888775045537342,8.57,2.86,5.71,0.5008756567425569,6.86,-3.86,4.84,-16.529032258064515,Bronch
94,100.0,360.4335,-270.021,1.33483506838357,8.58,2.86,5.72,0.5,8.61,-20.84,5.1,74.79806094182827,Bronch
95,100.0,367.021,-160.7545,2.2831149361293157,8.57,2.86,5.71,0.5008756567425569,8.09,-15.74,4.84,52.02411003236247,Bronch
96,100.0,365.029,-184.4475,1.9790401062633,8.57,2.86,5.71,0.5008756567425569,8.35,-13.19,5.03,55.0589552238806,Bronch
97,100.0,365.282,-274.0235,1.3330316560440982,8.58,2.86,5.72,0.5,8.35,-19.35,4.9,81.79805970149255,Bronch
98,100.0,365.6795,51.1995,-7.142247482885575,8.58,2.86,5.72,0.5,6.99,-4.67,4.64,-25.72839195979899,Bronch
99,100.0,359.787,-205.0375,1.7547375480095104,8.56,2.85,5.71,0.4991243432574431,8.22,-16.01,5.03,63.676242236024834,Bronch
100,100.0,364.167,-154.2255,2.3612632152270536,8.58,2.86,5.72,0.5,7.57,-10.64,4.9,60.009922178988326,Bronch
101,100.0,362.821,-280.2675,1.2945525257120432,8.58,2.86,5.72,0.5,8.48,-20.08,4.84,80.53663793103446,Bronch
102,100.0,364.7065,-222.1235,1.641908667925726,8.57,2.85,5.72,0.4982517482517483,8.55,-20.54,4.97,62.56999999999999,Bronch
103,100.0,367.4895,24.7875,-14.825597579425114,8.57,2.86,5.71,0.5008756567425569,7.25,-5.16,4.64,-11.016666666666667,Bronch
104,100.0,365.4045,184.1215,-1.984583549449684,8.58,2.86,5.72,0.5,4.45,-0.27,3.41,334.76636363636374,Bronch
105,100.0,355.0215,-149.946,2.3676623584490417,8.57,2.86,5.71,0.5008756567425569,6.79,-10.12,4.25,83.76871508379888,Bronch
106,100.0,359.7695,-379.1935,0.9487754932508072,8.57,2.86,5.71,0.5008756567425569,8.16,-28.27,5.1,119.99794303797466,Normal
107,100.0,364.78,-385.1085,0.9472135774723228,8.58,2.86,5.72,0.5,8.22,-28.82,5.03,119.59891304347823,Normal
108,100.0,540.0325,-528.5745,1.0216771713353558,8.58,2.86,5.72,0.5,9.65,-39.8,5.03,113.67193548387095,Recruitment
109,100.0,794.9935,-694.8205,1.1441710484938197,8.57,2.85,5.72,0.4982517482517483,11.74,-55.0,5.03,103.0890949554896,Recruitment
110,100.0,911.178,-815.5575,1.117245565150219,8.58,2.86,5.72,0.5,12.97,-63.7,5.1,102.32841907151818,Recruitment
111,100.0,1101.891,-947.14,1.1633876723610026,8.57,2.85,5.72,0.4982517482517483,14.99,-77.0,5.1,94.8088088088088,Recruitment
112,100.0,1118.795,-1036.4605,1.079438145496138,8.58,2.86,5.72,0.5,15.97,-83.54,5.36,94.48135824977209,Recruitment
113,100.0,1218.5975,-1119.0315,1.0889751539612602,8.57,2.85,5.72,0.4982517482517483,17.6,-93.22,5.23,88.81202380952381,Recruitment
114,100.0,1274.643,-1015.391,1.2553223339580517,26.99,21.27,5.72,3.7185314685314688,19.03,-68.04,5.29,72.37284390591589,InPause
115,100.0,1209.129,-1224.053,0.9878077174762856,8.58,2.86,5.72,0.5,18.96,-102.91,5.29,87.68287965616047,Recruitment
116,100.0,1169.8055,-1077.453,1.085713715586666,30.78,25.06,5.72,4.381118881118881,18.31,-75.32,5.36,80.95063861758078,InPause
117,100.0,1162.76,-1212.0745,0.959313969562102,8.58,2.86,5.72,0.5,18.38,-99.14,5.36,90.58852765321376,Recruitment
118,100.0,1177.95,-1126.353,1.045808907154329,27.82,22.1,5.72,3.863636363636364,18.44,-83.43,5.16,83.80602678571428,InPause
119,100.0,915.986,-990.3805,0.9248829111639416,8.58,2.86,5.72,0.5,14.15,-75.29,5.36,108.23830601092897,Recruitment
120,100.0,517.77,-594.409,0.8710668916520443,8.58,2.86,5.72,0.5,9.26,-37.42,5.36,139.53262910798122,Recruitment
121,100.0,407.436,-457.163,0.89122698031118,8.57,2.85,5.72,0.4982517482517483,8.16,-28.44,5.03,144.67183544303796,Recruitment
122,100.0,365.176,-398.933,0.9153817809005522,8.57,2.86,5.71,0.5008756567425569,7.77,-24.96,5.03,144.01913357400724,Normal
123,100.0,383.6915,-414.532,0.9256016423340055,8.58,2.86,5.72,0.5,7.9,-26.16,5.03,142.94206896551722,Normal
124,100.0,383.9585,-411.9165,0.9321270208889424,8.58,2.86,5.72,0.5,7.96,-26.29,5.03,139.16097972972972,Normal
125,100.0,384.2815,-409.551,0.938299503602726,8.57,2.86,5.71,0.5008756567425569,8.03,-26.59,5.03,135.16534653465348,Normal
126,100.0,384.2285,-422.046,0.9103948384773224,8.57,2.86,5.71,0.5008756567425569,8.03,-27.02,5.03,139.28910891089112,Normal
127,100.0,383.8975,-420.3585,0.9132621322038212,8.58,2.86,5.72,0.5,8.03,-26.97,5.03,138.7321782178218,Normal
128,100.0,384.1195,-425.135,0.9035235866254248,8.58,2.86,5.72,0.5,8.09,-27.19,5.03,137.584142394822,Normal
129,100.0,384.016,-422.6725,0.9085426660121017,8.57,2.85,5.72,0.4982517482517483,8.09,-27.4,5.03,136.78721682847896,Normal
130,100.0,383.667,-414.205,0.9262732221967384,8.57,2.85,5.72,0.4982517482517483,8.09,-26.97,5.03,134.04692556634305,Normal
131,100.0,384.018,-413.3275,0.9290889185936092,8.58,2.86,5.72,0.5,8.03,-26.81,5.03,136.41171617161717,Normal
132,100.0,384.032,-412.0665,0.9319660782907612,8.57,2.85,5.72,0.4982517482517483,8.03,-26.73,5.03,135.99554455445548,Normal
133,100.0,384.5045,-401.098,0.9586298111683428,8.57,2.86,5.71,0.5008756567425569,8.03,-26.51,5.03,132.3755775577558,Normal
134,100.0,383.952,-398.125,0.9644006279434852,8.58,2.86,5.72,0.5,8.03,-26.64,5.03,131.39438943894393,Normal
135,100.0,384.5795,-403.904,0.9521557102677864,8.57,2.86,5.71,0.5008756567425569,8.03,-26.97,5.03,133.30165016501653,Normal
136,100.0,384.1825,-405.755,0.9468336804229154,8.57,2.86,5.71,0.5008756567425569,8.09,-26.97,5.03,131.31229773462783,Normal
137,100.0,383.864,-404.0495,0.9500420121792008,8.58,2.86,5.72,0.5,8.09,-27.11,5.03,130.76035598705502,Normal
138,100.0,384.0075,-403.5655,0.9515369871805196,8.58,2.86,5.72,0.5,8.09,-27.19,5.03,130.6037216828479,Normal
139,100.0,384.3155,-401.8195,0.9564381519562888,8.56,2.85,5.71,0.4991243432574431,8.09,-27.11,5.03,130.0386731391586,Normal
140,100.0,383.521,-402.808,0.9521186272367976,8.58,2.86,5.72,0.5,8.16,-27.19,5.03,127.47088607594937,Normal
141,100.0,384.403,-404.4765,0.9503716532357258,8.58,2.86,5.72,0.5,8.16,-27.19,5.03,127.99889240506327,Normal
142,100.0,384.0665,-405.0485,0.9481987959466583,8.57,2.85,5.72,0.4982517482517483,8.16,-27.32,5.03,128.17990506329113,Normal
143,100.0,384.063,-405.2795,0.9476497084111088,8.57,2.86,5.71,0.5008756567425569,8.16,-27.4,5.03,128.2530063291139,Normal
144,100.0,384.204,-402.4985,0.9545476566993418,8.58,2.86,5.72,0.5,8.16,-27.32,5.03,127.37294303797466,Normal
145,100.0,384.4115,-403.408,0.9529099571649544,8.57,2.86,5.71,0.5008756567425569,8.16,-27.4,5.03,127.66075949367088,Normal
146,100.0,384.2865,-405.7835,0.947023474340381,8.57,2.86,5.71,0.5008756567425569,8.16,-27.32,5.03,128.4125,Normal
147,100.0,383.8585,-405.2205,0.9472830224532076,8.58,2.86,5.72,0.5,8.16,-27.49,5.03,128.23433544303796,Normal
148,100.0,384.389,-404.911,0.949317257372608,8.58,2.86,5.72,0.5,8.16,-27.49,5.03,128.13639240506328,Normal
149,100.0,384.506,-405.613,0.947962713226647,8.56,2.85,5.71,0.4991243432574431,8.16,-27.4,5.03,128.35854430379746,Normal
150,100.0,383.599,-404.2125,0.949003308903114,8.58,2.86,5.72,0.5,8.22,-27.4,5.03,125.53183229813662,Normal
151,100.0,384.3525,-403.049,0.9536123399388164,8.58,2.86,5.72,0.5,8.22,-27.78,5.03,125.17049689440992,Normal
152,100.0,384.1715,-403.94,0.9510608011090756,8.57,2.85,5.72,0.4982517482517483,8.22,-27.78,5.03,125.44720496894408,Normal
153,100.0,384.555,-403.2505,0.9536379992089284,8.57,2.86,5.71,0.5008756567425569,8.22,-28.0,5.03,125.23307453416146,Normal
154,100.0,384.307,-402.4175,0.9549957444693632,8.58,2.86,5.72,0.5,8.29,-27.89,5.03,122.315349544073,Normal
155,100.0,384.4765,-402.8845,0.9543094857210938,8.57,2.86,5.71,0.5008756567425569,8.29,-27.92,5.03,122.45729483282678,Normal
156,100.0,384.4745,-401.1015,0.9585466521566236,8.57,2.86,5.71,0.5008756567425569,8.29,-27.92,5.03,121.91534954407298,Normal
157,100.0,383.797,-402.4275,0.9537047045741158,8.58,2.86,5.72,0.5,8.29,-27.87,5.03,122.3183890577508,Normal
158,100.0,384.331,-400.7275,0.9590831674891293,8.58,2.86,5.72,0.5,8.22,-27.78,5.03,124.44953416149066,Normal
159,100.0,384.259,-399.6205,0.9615597798411244,8.56,2.85,5.71,0.4991243432574431,8.22,-27.95,5.03,124.10574534161488,Normal
160,100.0,383.499,-400.171,0.9583378105859746,8.58,2.86,5.72,0.5,8.29,-27.92,5.03,121.63252279635262,Normal
161,100.0,384.2775,-400.2325,0.9601356711411492,8.58,2.86,5.72,0.5,8.29,-27.92,5.03,121.65121580547115,Normal
162,100.0,383.909,-401.164,0.9569876658922536,8.57,2.85,5.72,0.4982517482517483,8.29,-28.0,5.03,121.9343465045593,Normal
163,100.0,384.786,-398.46,0.9656828790844753,8.57,2.86,5.71,0.5008756567425569,8.29,-28.0,5.03,121.11246200607906,Normal
164,100.0,383.9045,-396.9695,0.9670881516086248,8.58,2.86,5.72,0.5,8.29,-28.41,5.03,120.65942249240123,Normal
165,100.0,384.9385,-403.924,0.9529973460353928,8.57,2.86,5.71,0.5008756567425569,8.29,-28.14,5.03,122.77325227963529,Normal
166,100.0,384.569,-400.9785,0.9590763594556816,8.57,2.86,5.71,0.5008756567425569,8.29,-28.14,5.03,121.8779635258359,Normal
167,100.0,384.186,-401.4555,0.9569827789132296,8.58,2.86,5.72,0.5,8.29,-28.11,5.03,122.0229483282675,Normal
168,100.0,384.5265,-400.8805,0.9592048004330468,8.58,2.86,5.72,0.5,8.29,-27.92,5.03,121.84817629179334,Normal
169,100.0,384.1815,-401.3595,0.9572004649198536,8.56,2.85,5.71,0.4991243432574431,8.29,-28.19,5.03,121.99376899696053,Normal
170,100.0,383.603,-400.841,0.9569954171354726,8.58,2.86,5.72,0.5,8.29,-28.0,5.03,121.836170212766,Normal
171,100.0,384.4465,-402.603,0.9549022237787598,8.58,2.86,5.72,0.5,8.29,-28.0,5.03,122.3717325227964,Normal
172,100.0,384.038,-400.7705,0.9582491725314112,8.57,2.85,5.72,0.4982517482517483,8.29,-28.06,5.03,121.81474164133742,Normal
173,100.0,384.54,-401.7765,0.9570992828102192,8.57,2.86,5.71,0.5008756567425569,8.29,-28.14,5.03,122.12051671732526,Normal
174,100.0,384.149,-400.128,0.9600652791106846,8.58,2.86,5.72,0.5,8.29,-28.41,5.03,121.61945288753802,Normal
175,100.0,384.6665,-401.137,0.9589404617375112,8.57,2.86,5.71,0.5008756567425569,8.35,-28.0,5.03,119.74238805970153,Normal
176,100.0,384.6285,-400.3295,0.960779807633462,8.57,2.86,5.71,0.5008756567425569,8.29,-28.33,5.03,121.68069908814591,Normal
177,100.0,383.873,-400.2605,0.9590579135338112,8.58,2.86,5.72,0.5,8.29,-28.16,5.03,121.65972644376902,Normal
178,100.0,384.1915,-400.761,0.9586549090355598,8.58,2.86,5.72,0.5,8.35,-28.14,5.03,119.63014925373136,Normal
179,100.0,384.2185,-400.5515,0.9592237202956424,8.57,2.85,5.72,0.4982517482517483,8.35,-28.27,5.03,119.56761194029852,Normal
180,100.0,383.834,-401.5045,0.9559892853006628,8.57,2.85,5.72,0.4982517482517483,8.35,-28.03,5.03,119.85208955223882,Normal
181,100.0,384.4865,-402.245,0.9558515332695248,8.58,2.86,5.72,0.5,8.35,-28.22,5.03,120.07313432835822,Normal
182,100.0,386.128,-402.855,0.9584788571570416,8.57,2.85,5.72,0.4982517482517483,8.35,-28.57,5.03,120.25522388059704,Normal
183,100.0,386.4505,-403.1835,0.9584978055897624,8.57,2.86,5.71,0.5008756567425569,8.35,-28.35,5.03,120.35328358208956,Normal
184,100.0,386.125,-403.5725,0.9567673714140582,8.58,2.86,5.72,0.5,8.35,-28.54,5.03,120.46940298507464,Normal
185,100.0,386.6095,-405.184,0.9541578640815036,8.57,2.86,5.71,0.5008756567425569,8.35,-28.44,5.03,120.95044776119406,Normal
186,100.0,386.221,-411.7025,0.938107006879968,8.57,2.86,5.71,0.5008756567425569,8.35,-28.79,5.03,122.89626865671644,Normal
187,100.0,386.019,-408.8515,0.9441545402181476,8.58,2.86,5.72,0.5,8.42,-28.92,5.03,119.54722222222222,Normal
188,100.0,386.5065,-406.4735,0.9508774864782084,8.58,2.86,5.72,0.5,8.35,-28.65,5.03,121.33537313432838,Normal
189,100.0,386.135,-404.9915,0.9534397635505932,8.56,2.85,5.71,0.4991243432574431,8.35,-28.92,5.03,120.89298507462686,Normal
190,100.0,385.58,-404.094,0.9541839275020167,8.58,2.86,5.72,0.5,8.35,-28.44,5.03,120.62507462686568,Normal
191,100.0,386.2805,-406.481,0.950303950246137,8.58,2.86,5.72,0.5,8.35,-28.44,5.03,121.33761194029852,Normal
192,100.0,385.967,-404.7835,0.9535146566003802,8.57,2.85,5.72,0.4982517482517483,8.35,-28.79,5.03,120.83089552238808,Normal
193,100.0,386.434,-405.506,0.9529674036882316,8.57,2.86,5.71,0.5008756567425569,8.35,-28.44,5.03,121.04656716417912,Normal
194,100.0,386.1255,-405.0475,0.9532844913250914,8.58,2.86,5.72,0.5,8.35,-28.79,5.03,120.90970149253734,Normal
195,100.0,386.5595,-405.124,0.9541757585331898,8.57,2.86,5.71,0.5008756567425569,8.35,-28.65,5.03,120.93253731343286,Normal
196,100.0,386.265,-405.612,0.9523017070500872,8.57,2.86,5.71,0.5008756567425569,8.35,-28.65,5.03,121.0782089552239,Normal
197,100.0,385.971,-404.3925,0.9544464845416272,8.58,2.86,5.72,0.5,8.35,-28.79,5.03,120.71417910447762,Normal
198,100.0,386.5375,-405.3245,0.9536494833152204,8.58,2.86,5.72,0.5,8.42,-28.44,5.03,118.51593567251464,Normal
199,100.0,386.056,-405.4795,0.9520974549884766,8.56,2.85,5.71,0.4991243432574431,8.35,-28.92,5.03,121.03865671641792,Normal
