Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,F_min,PEEP,Dy_comp,Label
25,100.0,511.5335,-539.4045,0.9483300565716453,8.58,2.86,5.72,0.5,11.54,-52.64,5.03,82.47775229357799,Normal
26,100.0,512.3935,-535.6965,0.9564996224541321,8.58,2.86,5.72,0.5,11.67,-51.14,5.03,80.31431784107946,Normal
27,100.0,512.005,-533.3215,0.9600306756806166,8.57,2.85,5.72,0.4982517482517483,11.61,-52.64,4.97,80.68403933434192,Normal
28,100.0,512.8025,-528.9405,0.9694899520834573,8.57,2.86,5.71,0.5008756567425569,11.74,-52.42,5.03,78.47781899109793,Normal
29,100.0,512.0065,-538.2725,0.9512031545360388,8.57,2.86,5.71,0.5008756567425569,11.74,-53.56,5.03,79.86238872403561,Normal
30,100.0,511.638,-535.5,0.9554397759103641,8.58,2.86,5.72,0.5,11.74,-53.31,5.03,79.45103857566765,Normal
31,100.0,512.451,-537.5675,0.9532774953843006,8.58,2.86,5.72,0.5,11.67,-51.9,5.03,80.59482758620689,Normal
32,100.0,512.0015,-535.602,0.9559364976232352,8.57,2.85,5.72,0.4982517482517483,11.61,-52.8,4.97,81.02904689863843,Normal
33,100.0,512.671,-538.6365,0.9517940206428641,8.57,2.86,5.71,0.5008756567425569,11.67,-52.12,5.03,80.75509745127435,Normal
34,100.0,512.485,-529.37,0.9681035948391484,8.57,2.86,5.71,0.5008756567425569,11.67,-53.42,5.03,79.36581709145428,Normal
35,100.0,511.666,-534.0315,0.9581195116767456,8.58,2.86,5.72,0.5,11.67,-53.23,5.03,80.06469265367318,Normal
36,100.0,512.2545,-531.751,0.9633352828673571,8.58,2.86,5.72,0.5,11.8,-52.85,5.03,78.19867647058823,Normal
37,100.0,512.2435,-534.841,0.957749125441019,8.57,2.85,5.72,0.4982517482517483,11.74,-54.43,4.97,79.35326409495549,Normal
38,100.0,512.5065,-534.3755,0.9590755938473975,8.57,2.86,5.71,0.5008756567425569,11.87,-54.34,5.03,77.78391557496361,Normal
39,100.0,512.393,-533.7415,0.9600021733367183,8.57,2.86,5.71,0.5008756567425569,11.87,-55.38,5.03,77.69163027656478,Normal
40,100.0,511.6925,-547.838,0.9340215538170044,8.58,2.86,5.72,0.5,11.74,-54.05,5.03,81.28160237388724,Normal
41,100.0,512.216,-540.198,0.9482004746407799,8.58,2.86,5.72,0.5,11.8,-54.21,5.03,79.44088235294116,Normal
42,100.0,511.7865,-537.4015,0.952335451240832,8.57,2.85,5.72,0.4982517482517483,11.74,-54.05,4.97,79.73316023738873,Normal
43,100.0,512.1775,-538.725,0.9507216112116571,8.57,2.86,5.71,0.5008756567425569,11.67,-53.45,5.03,80.76836581709146,Normal
44,100.0,511.8255,-537.4305,0.9523566302991734,8.57,2.86,5.71,0.5008756567425569,11.67,-54.78,5.03,80.57428785607198,Normal
45,100.0,511.282,-534.227,0.9570500929380208,8.58,2.86,5.72,0.5,11.61,-53.5,5.03,80.82102874432678,Normal
46,100.0,512.14,-525.896,0.973842736967005,8.58,2.86,5.72,0.5,11.67,-52.42,5.03,78.84497751124437,Normal
47,100.0,511.8455,-542.9705,0.9426764437478647,8.57,2.85,5.72,0.4982517482517483,11.74,-54.56,4.97,80.55942136498517,Normal
48,100.0,512.6095,-521.287,0.983353699593506,8.57,2.86,5.71,0.5008756567425569,11.74,-53.29,5.03,77.34228486646884,Normal
49,100.0,512.232,-551.4225,0.9289283625532145,8.57,2.86,5.71,0.5008756567425569,11.8,-54.81,5.03,81.09154411764705,Normal
50,100.0,511.5365,-538.335,0.9502196587626662,8.58,2.86,5.72,0.5,11.74,-53.88,5.03,79.87166172106825,Normal
51,100.0,511.958,-538.5375,0.9506450340041316,8.58,2.86,5.72,0.5,11.67,-52.47,5.03,80.74025487256372,Normal
52,100.0,512.0695,-534.0295,0.9588786761780014,8.57,2.85,5.72,0.4982517482517483,11.61,-54.13,4.97,80.79114977307111,Normal
53,100.0,512.1175,-534.7815,0.9576200747408051,8.57,2.86,5.71,0.5008756567425569,11.74,-53.31,5.03,79.34443620178043,Normal
54,100.0,511.973,-535.184,0.9566298693533439,8.57,2.86,5.71,0.5008756567425569,11.93,-55.97,5.03,77.22712842712842,Normal
55,100.0,511.359,-540.2645,0.9464975026121464,8.58,2.86,5.72,0.5,11.67,-53.61,5.03,80.99917541229385,Normal
56,100.0,511.9955,-530.1875,0.965687610515148,8.58,2.86,5.72,0.5,11.61,-51.44,5.03,80.20990922844176,Normal
57,100.0,511.5905,-534.5585,0.9570337016435059,8.57,2.85,5.72,0.4982517482517483,11.67,-53.75,4.97,80.14370314842579,Normal
58,100.0,512.474,-537.4575,0.9535153942404749,8.57,2.86,5.71,0.5008756567425569,11.74,-53.31,5.03,79.74146884272996,Normal
59,100.0,512.161,-531.988,0.9627303623389999,8.57,2.86,5.71,0.5008756567425569,11.67,-53.86,5.03,79.75832083958022,Normal
60,100.0,511.581,-535.218,0.9558366871069359,8.58,2.86,5.72,0.5,11.74,-53.75,5.03,79.40919881305638,Normal
61,100.0,512.5395,-537.0705,0.954324432267272,8.58,2.86,5.72,0.5,11.74,-53.23,5.03,79.68405044510386,Normal
62,100.0,512.019,-534.1015,0.958654862418473,8.57,2.85,5.72,0.4982517482517483,11.74,-54.05,4.97,79.24354599406527,Normal
63,100.0,512.4015,-535.519,0.9568315970114973,8.57,2.86,5.71,0.5008756567425569,11.74,-52.96,5.03,79.45385756676558,Normal
64,100.0,512.0695,-531.8105,0.9628796347571172,8.57,2.86,5.71,0.5008756567425569,11.74,-54.4,5.03,78.9036350148368,Normal
65,100.0,511.2105,-535.4265,0.9547725037890354,8.58,2.86,5.72,0.5,11.74,-53.8,5.03,79.44013353115727,Normal
66,100.0,512.183,-531.135,0.9643179229386126,8.58,2.86,5.72,0.5,11.74,-51.77,5.03,78.80341246290801,Normal
67,100.0,511.783,-535.567,0.9555909904829835,8.57,2.85,5.72,0.4982517482517483,11.74,-53.23,4.97,79.46097922848665,Normal
68,100.0,512.149,-534.848,0.9575599048701688,8.57,2.86,5.71,0.5008756567425569,11.67,-52.12,4.97,80.18710644677661,Normal
69,100.0,512.066,-532.6145,0.9614195633051673,8.57,2.86,5.71,0.5008756567425569,11.67,-51.25,5.03,79.85224887556222,Normal
70,100.0,511.7335,-532.227,0.9614948133033462,8.58,2.86,5.72,0.5,11.67,-52.17,5.03,79.79415292353823,Normal
71,100.0,512.508,-532.631,0.9622196229659935,8.58,2.86,5.72,0.5,11.61,-52.88,5.03,80.57957639939485,Normal
72,100.0,511.5395,-534.061,0.9578297235709028,8.57,2.85,5.72,0.4982517482517483,11.61,-53.23,4.97,80.79591527987898,Normal
73,100.0,512.3765,-534.805,0.9580622843840279,8.57,2.86,5.71,0.5008756567425569,11.67,-52.55,5.03,80.18065967016491,Normal
74,100.0,512.316,-531.9825,0.9630316786736407,8.57,2.86,5.71,0.5008756567425569,11.74,-53.23,5.03,78.92915430267061,Normal
75,100.0,511.4295,-535.6725,0.9547428699438556,8.58,2.86,5.72,0.5,11.67,-54.1,5.03,80.31071964017991,Normal
76,100.0,512.3155,-530.2095,0.9662510762255297,8.58,2.86,5.72,0.5,11.74,-53.42,5.03,78.66609792284866,Normal
77,100.0,511.8825,-531.242,0.9635580394622414,8.57,2.85,5.72,0.4982517482517483,11.74,-54.56,4.97,78.81928783382789,Normal
78,100.0,512.3525,-532.354,0.9624281962754105,8.57,2.86,5.71,0.5008756567425569,11.8,-53.45,5.03,78.28735294117647,Normal
79,100.0,511.9285,-537.117,0.9531042584762724,8.57,2.86,5.71,0.5008756567425569,11.74,-54.86,5.03,79.69094955489614,Normal
80,100.0,511.545,-534.103,0.9577647008161349,8.58,2.86,5.72,0.5,11.67,-54.86,5.03,80.07541229385306,Normal
81,100.0,512.1755,-531.124,0.9643237737326877,8.58,2.86,5.72,0.5,11.67,-54.97,5.03,79.6287856071964,Normal
82,100.0,511.6335,-534.05,0.9580254657803577,8.57,2.85,5.72,0.4982517482517483,11.74,-54.43,4.97,79.23590504451037,Normal
83,100.0,512.169,-535.228,0.9569174258446868,8.57,2.86,5.71,0.5008756567425569,11.67,-53.42,5.03,80.24407796101949,Normal
84,100.0,512.3685,-530.845,0.9651941715566691,8.57,2.86,5.71,0.5008756567425569,11.67,-55.16,5.03,79.58695652173914,Normal
85,100.0,511.3845,-534.984,0.9558874657933695,8.58,2.86,5.72,0.5,11.67,-54.1,5.03,80.20749625187408,Normal
86,100.0,511.999,-531.3635,0.9635569624183821,8.58,2.86,5.72,0.5,11.61,-54.05,4.97,80.38782148260213,Normal
87,100.0,511.962,-538.434,0.9508351998573642,8.57,2.85,5.72,0.4982517482517483,11.61,-55.35,4.97,81.45748865355522,Normal
88,100.0,512.7085,-537.3395,0.9541611960408641,8.57,2.86,5.71,0.5008756567425569,11.61,-55.67,5.03,81.29190620272315,Normal
89,100.0,512.264,-539.5915,0.9493552066702311,8.58,2.86,5.72,0.5,11.61,-55.48,4.97,81.63260211800304,Normal
90,100.0,511.7065,-533.748,0.9587042949107069,8.57,2.85,5.72,0.4982517482517483,11.61,-56.49,5.03,80.74856278366113,Normal
91,100.0,512.153,-537.4205,0.952983743642083,8.58,2.86,5.72,0.5,11.67,-56.68,5.03,80.57278860569714,Normal
92,100.0,512.0455,-533.7195,0.9593906537048017,8.57,2.85,5.72,0.4982517482517483,11.61,-56.03,4.97,80.74425113464449,Normal
93,100.0,512.5355,-534.2035,0.959438678331385,8.57,2.86,5.71,0.5008756567425569,11.61,-56.38,5.03,80.81747352496218,Normal
94,100.0,512.196,-530.569,0.9653711392863135,8.57,2.86,5.71,0.5008756567425569,11.61,-56.51,5.03,80.26762481089258,Normal
95,100.0,512.0955,-531.8875,0.9627891236398674,8.58,2.86,5.72,0.5,11.61,-56.73,4.97,80.46709531013617,Normal
96,100.0,512.318,-535.4465,0.9568052083634873,8.58,2.86,5.72,0.5,11.67,-56.87,5.03,80.27683658170915,Normal
97,100.0,511.6545,-530.898,0.9637529242905416,8.57,2.85,5.72,0.4982517482517483,11.61,-56.79,4.97,80.31739788199698,Normal
98,100.0,512.545,-532.548,0.9624390665254586,8.57,2.86,5.71,0.5008756567425569,11.67,-56.84,5.03,79.84227886056972,Normal
99,100.0,512.1395,-531.249,0.9640291087606753,8.57,2.86,5.71,0.5008756567425569,11.67,-57.41,5.03,79.64752623688156,Normal
100,100.0,511.767,-534.8075,0.9569181434441364,8.58,2.86,5.72,0.5,11.61,-57.03,5.03,80.9088502269289,Normal
101,100.0,511.9665,-535.088,0.9567893505367342,8.58,2.86,5.72,0.5,11.61,-57.0,5.03,80.95128593040847,Normal
102,100.0,511.683,-533.9585,0.9582823384214317,8.57,2.85,5.72,0.4982517482517483,11.54,-56.76,4.97,81.64503058103976,Normal
103,100.0,512.4555,-533.543,0.9604764751856927,8.57,2.86,5.71,0.5008756567425569,11.54,-55.86,5.03,81.58149847094802,Normal
104,100.0,512.2465,-530.027,0.9664535957602158,8.57,2.86,5.71,0.5008756567425569,11.54,-57.22,5.03,81.04388379204894,Normal
105,100.0,511.0615,-531.008,0.9624365357960708,8.58,2.86,5.72,0.5,11.61,-56.65,4.97,80.33403933434192,Normal
106,100.0,512.42,-532.6125,0.9620878218216808,8.58,2.86,5.72,0.5,11.74,-55.84,4.97,79.02262611275964,Normal
107,100.0,511.8555,-525.9955,0.9731176407402725,8.57,2.85,5.72,0.4982517482517483,11.67,-55.0,4.97,78.85989505247376,Normal
108,100.0,512.384,-533.9425,0.9596239295429752,8.57,2.86,5.71,0.5008756567425569,11.8,-54.89,5.03,78.52095588235294,Normal
109,100.0,511.92,-534.0565,0.9585502657490359,8.57,2.86,5.71,0.5008756567425569,11.74,-54.81,5.03,79.23686943620179,Normal
110,100.0,511.4165,-529.6365,0.9655990476487176,8.58,2.86,5.72,0.5,11.8,-54.78,5.03,77.88772058823528,Normal
111,100.0,512.383,-534.138,0.9592708251425661,8.58,2.86,5.72,0.5,11.8,-55.29,5.03,78.54970588235294,Normal
112,100.0,511.683,-531.1475,0.9633538706291566,8.57,2.85,5.72,0.4982517482517483,11.8,-54.51,4.97,78.10992647058823,Normal
113,100.0,512.3355,-533.1095,0.9610323957836054,8.57,2.86,5.71,0.5008756567425569,11.8,-54.89,5.03,78.39845588235293,Normal
114,100.0,512.3675,-533.119,0.9610752946340309,8.57,2.86,5.71,0.5008756567425569,11.74,-54.59,5.03,79.09777448071216,Normal
115,100.0,511.6305,-533.001,0.9599053285078265,8.58,2.86,5.72,0.5,11.74,-53.83,5.03,79.08026706231453,Normal
116,100.0,512.338,-532.3445,0.9624181333704019,8.58,2.86,5.72,0.5,11.8,-53.96,5.03,78.28595588235294,Normal
117,100.0,511.643,-530.676,0.9641344247714235,8.57,2.85,5.72,0.4982517482517483,11.8,-54.13,4.97,78.04058823529411,Normal
118,100.0,512.6475,-531.512,0.9645078568310783,8.57,2.86,5.71,0.5008756567425569,11.8,-54.43,5.03,78.16352941176469,Normal
119,100.0,512.699,-534.1395,0.9598597370162663,8.57,2.86,5.71,0.5008756567425569,11.8,-54.43,5.03,78.54992647058823,Normal
120,100.0,511.7695,-534.066,0.9582514146191669,8.58,2.86,5.72,0.5,11.67,-54.83,5.03,80.06986506746627,Normal
121,100.0,512.325,-530.932,0.9649540807485705,8.58,2.86,5.72,0.5,11.67,-54.97,5.03,79.60000000000001,Normal
122,100.0,511.699,-534.36,0.9575922598996931,8.57,2.85,5.72,0.4982517482517483,11.61,-54.83,4.97,80.84114977307111,Normal
123,100.0,512.411,-529.943,0.9669171967551227,8.57,2.86,5.71,0.5008756567425569,11.61,-55.54,5.03,80.17291981845689,Normal
124,100.0,512.022,-530.925,0.9643961011442296,8.57,2.86,5.71,0.5008756567425569,11.61,-56.08,5.03,80.321482602118,Normal
125,100.0,511.766,-533.5805,0.9591167593268495,8.58,2.86,5.72,0.5,11.61,-56.32,5.03,80.72322239031772,Normal
126,100.0,512.0745,-532.7945,0.9611107096638573,8.58,2.86,5.72,0.5,11.54,-56.49,5.03,81.46704892966362,Normal
127,100.0,511.909,-531.001,0.9640452654514775,8.56,2.85,5.71,0.4991243432574431,11.61,-56.27,4.97,80.33298033282905,Normal
128,100.0,512.2365,-528.143,0.9698822099317798,8.58,2.87,5.71,0.5026269702276708,11.61,-55.76,5.03,79.90060514372165,Normal
129,100.0,512.0795,-534.343,0.9583348149035359,8.58,2.86,5.72,0.5,11.61,-56.35,5.03,80.83857791225417,Normal
130,100.0,511.92,-529.557,0.9666948033922694,8.57,2.85,5.72,0.4982517482517483,11.61,-56.43,4.97,80.11452344931922,Normal
131,100.0,512.0855,-533.5505,0.9597695063541314,8.57,2.86,5.71,0.5008756567425569,11.74,-57.25,5.03,79.16179525222553,Normal
132,100.0,511.8735,-537.197,0.9528599377881857,8.58,2.86,5.72,0.5,11.54,-56.98,5.03,82.1402140672783,Normal
133,100.0,512.445,-533.3975,0.9607187885207561,8.57,2.86,5.71,0.5008756567425569,11.54,-56.16,4.97,81.55925076452601,Normal
134,100.0,511.908,-534.1515,0.9583573199738276,8.57,2.86,5.71,0.5008756567425569,11.48,-56.51,5.03,82.43078703703704,Normal
135,100.0,511.5845,-533.296,0.9592880876661365,8.58,2.86,5.72,0.5,11.41,-56.73,5.03,83.19750390015601,Normal
136,100.0,512.1955,-532.4675,0.9619281928004997,8.58,2.86,5.72,0.5,11.48,-56.57,5.03,82.17091049382715,Normal
137,100.0,511.69,-531.2185,0.9632382908351272,8.56,2.85,5.71,0.4991243432574431,11.48,-56.35,4.97,81.9781635802469,Normal
138,100.0,512.1915,-531.5425,0.9635946326022848,8.58,2.87,5.71,0.5026269702276708,11.48,-56.32,5.03,82.02816358024691,Normal
139,100.0,511.992,-530.8145,0.9645403431895702,8.58,2.86,5.72,0.5,11.48,-55.84,4.97,81.91581790123456,Normal
140,100.0,511.516,-535.477,0.9552529800532984,8.57,2.85,5.72,0.4982517482517483,11.54,-57.25,4.97,81.87721712538227,Normal
141,100.0,511.9225,-535.4725,0.9560201504278932,8.57,2.86,5.71,0.5008756567425569,11.54,-57.38,5.03,81.87652905198777,Normal
142,100.0,511.7555,-530.811,0.964101158416084,8.58,2.86,5.72,0.5,11.48,-57.17,4.97,81.91527777777777,Normal
143,100.0,512.6025,-534.974,0.958182079876779,8.57,2.86,5.71,0.5008756567425569,11.54,-57.25,5.03,81.80030581039757,Normal
144,100.0,512.2415,-530.7055,0.9652085761312064,8.57,2.86,5.71,0.5008756567425569,11.48,-56.87,4.97,81.89899691358025,Normal
145,100.0,512.0785,-534.5995,0.957873136806151,8.58,2.86,5.72,0.5,11.48,-57.08,5.03,82.49992283950617,Normal
146,100.0,512.149,-530.8175,0.9648306621390591,8.58,2.86,5.72,0.5,11.48,-57.25,4.97,81.91628086419753,Normal
147,100.0,512.094,-530.1015,0.9660300904638075,8.56,2.85,5.71,0.4991243432574431,11.54,-56.79,4.97,81.0552752293578,Normal
148,100.0,512.0485,-531.535,0.9633391968543934,8.58,2.87,5.71,0.5026269702276708,11.54,-57.3,5.03,81.27446483180428,Normal
149,100.0,511.8105,-531.8615,0.9623003357076984,8.58,2.86,5.72,0.5,11.54,-56.7,5.03,81.3243883792049,Normal
150,100.0,511.4845,-529.438,0.9660895137863169,8.57,2.85,5.72,0.4982517482517483,11.54,-57.87,4.97,80.95382262996942,Normal
151,100.0,512.2935,-535.9805,0.9558062280250867,8.57,2.86,5.71,0.5008756567425569,11.67,-58.71,5.03,80.35689655172413,Normal
152,100.0,511.9085,-531.5825,0.96298975229621,8.58,2.86,5.72,0.5,11.54,-58.06,5.03,81.28172782874618,Normal
153,100.0,512.2625,-535.778,0.9561096200291912,8.57,2.86,5.71,0.5008756567425569,11.61,-58.28,5.03,81.05567322239033,Normal
154,100.0,511.9345,-532.495,0.9613883698438483,8.57,2.86,5.71,0.5008756567425569,11.54,-57.36,4.97,81.42125382262998,Normal
155,100.0,511.323,-531.83,0.9614406859334749,8.58,2.86,5.72,0.5,11.54,-57.41,4.97,81.31957186544344,Normal
156,100.0,512.0835,-537.8155,0.9521545957675075,8.58,2.86,5.72,0.5,11.54,-57.55,5.03,82.23478593272173,Normal
157,100.0,511.856,-533.6235,0.9592081308263223,8.56,2.85,5.71,0.4991243432574431,11.54,-57.6,4.97,81.59380733944955,Normal
158,100.0,511.069,-535.995,0.9534958348492057,8.58,2.86,5.72,0.5,11.54,-56.68,4.97,81.95642201834863,Normal
159,100.0,511.857,-533.3005,0.9597909621311062,8.58,2.86,5.72,0.5,11.48,-57.08,5.03,82.29945987654321,Normal
160,100.0,511.8255,-534.9075,0.956848614012703,8.57,2.85,5.72,0.4982517482517483,11.48,-57.44,4.97,82.54745370370371,Normal
161,100.0,512.0375,-535.1875,0.9567441317295341,8.57,2.86,5.71,0.5008756567425569,11.54,-57.98,5.03,81.8329510703364,Normal
162,100.0,511.5335,-530.555,0.9641479205737389,8.58,2.86,5.72,0.5,11.48,-57.46,5.03,81.87577160493827,Normal
163,100.0,512.3685,-531.6525,0.9637281871147036,8.57,2.86,5.71,0.5008756567425569,11.54,-57.36,5.03,81.29243119266057,Normal
164,100.0,512.0075,-530.2745,0.9655518038299034,8.57,2.86,5.71,0.5008756567425569,11.54,-57.71,5.03,81.08172782874618,Normal
165,100.0,511.4895,-528.316,0.9681506901172783,8.58,2.86,5.72,0.5,11.54,-57.55,4.97,80.78226299694191,Normal
166,100.0,512.34,-520.175,0.9849377613303216,8.58,2.86,5.72,0.5,11.54,-58.03,5.03,79.53746177370031,Normal
167,100.0,512.053,-544.1745,0.9409720595139979,8.56,2.85,5.71,0.4991243432574431,11.61,-59.23,5.03,82.32594553706505,Normal
168,100.0,511.245,-537.5825,0.9510075197760344,8.58,2.86,5.72,0.5,11.54,-57.55,4.97,82.19915902140673,Normal
169,100.0,511.9695,-530.9775,0.9642018729607187,8.58,2.86,5.72,0.5,11.48,-56.6,5.03,81.94097222222221,Normal
170,100.0,511.8205,-534.5055,0.9575589025744357,8.57,2.85,5.72,0.4982517482517483,11.54,-57.87,4.97,81.72866972477065,Normal
171,100.0,512.2925,-529.844,0.9668742120322208,8.57,2.86,5.71,0.5008756567425569,11.48,-57.52,5.03,81.76604938271605,Normal
172,100.0,511.9135,-532.3015,0.9616983983700966,8.58,2.86,5.72,0.5,11.48,-57.46,4.97,82.14529320987654,Normal
173,100.0,512.5635,-531.9615,0.963534955067237,8.57,2.86,5.71,0.5008756567425569,11.48,-57.06,5.03,82.09282407407407,Normal
174,100.0,512.273,-530.844,0.9650160875888207,8.57,2.86,5.71,0.5008756567425569,11.41,-56.57,5.03,82.81497659906397,Normal
175,100.0,512.0945,-531.1105,0.9641957747022513,8.58,2.86,5.72,0.5,11.48,-57.11,4.97,81.96149691358025,Normal
176,100.0,512.62,-533.435,0.9609793133183988,8.58,2.86,5.72,0.5,11.48,-57.36,5.03,82.32021604938271,Normal
177,100.0,512.2555,-531.4125,0.963950791522593,8.56,2.85,5.71,0.4991243432574431,11.41,-56.65,4.97,82.90366614664586,Normal
178,100.0,511.227,-532.296,0.9604186392533476,8.58,2.86,5.72,0.5,11.41,-56.84,4.97,83.0414976599064,Normal
179,100.0,512.561,-529.7045,0.9676357289771939,8.58,2.86,5.72,0.5,11.41,-55.78,4.97,82.63720748829954,Normal
180,100.0,511.9645,-527.0085,0.9714539708562575,8.57,2.85,5.72,0.4982517482517483,11.41,-56.98,4.97,82.21661466458659,Normal
181,100.0,512.824,-534.4105,0.9596068939513726,8.57,2.86,5.71,0.5008756567425569,11.48,-57.87,4.97,82.4707561728395,Normal
182,100.0,512.1055,-531.8705,0.9628386985177784,8.58,2.86,5.72,0.5,11.54,-57.84,4.97,81.32576452599389,Normal
183,100.0,512.7265,-530.6565,0.9662116642310044,8.57,2.86,5.71,0.5008756567425569,11.48,-57.27,5.03,81.89143518518519,Normal
184,100.0,512.3785,-528.8865,0.9687872539760423,8.57,2.86,5.71,0.5008756567425569,11.54,-57.27,5.03,80.86949541284405,Normal
185,100.0,512.0205,-528.808,0.9682540733120527,8.58,2.86,5.72,0.5,11.54,-58.5,5.03,80.85749235474007,Normal
186,100.0,512.7905,-533.692,0.9608360252730038,8.58,2.86,5.72,0.5,11.61,-58.52,4.97,80.74009077155826,Normal
187,100.0,512.0755,-534.087,0.9587866770769558,8.56,2.85,5.71,0.4991243432574431,11.48,-57.44,4.97,82.42083333333332,Normal
188,100.0,511.6975,-530.83,0.9639573874875195,8.58,2.86,5.72,0.5,11.48,-57.22,5.03,81.91820987654322,Normal
189,100.0,512.496,-527.6125,0.9713492383141037,8.58,2.86,5.72,0.5,11.48,-56.87,5.03,81.42168209876542,Normal
190,100.0,515.852,-524.3185,0.9838523721745466,8.57,2.85,5.72,0.4982517482517483,11.48,-57.3,4.97,80.91334876543209,Normal
191,100.0,617.3905,-562.0355,1.0984902199238304,6.0,2.0,4.0,0.5,13.82,-66.04,5.03,63.72284580498866,Assessment
192,100.0,746.905,-689.773,1.0828272489645143,6.01,2.0,4.01,0.49875311720698257,15.71,-73.04,5.23,64.40457516339869,Assessment
193,100.0,748.401,-754.749,0.991589256825779,6.0,2.0,4.0,0.5,16.03,-74.09,5.23,68.42692656391658,Assessment
194,100.0,747.8485,-742.2705,1.0075147806628446,6.0,2.0,4.0,0.5,15.77,-73.23,5.1,68.92019498607242,Assessment
195,100.0,748.26,-746.516,1.0023361856946134,6.0,2.0,4.0,0.5,15.84,-72.66,5.16,68.86678966789668,Assessment
196,100.0,747.738,-752.601,0.9935384087982876,6.0,2.0,4.0,0.5,15.97,-72.36,5.16,68.60537830446673,Assessment
197,100.0,747.2305,-759.6735,0.9836205949003092,6.0,2.0,4.0,0.5,16.03,-72.44,5.16,68.8733907524932,Assessment
198,100.0,746.36,-751.5075,0.9931504342937362,6.0,2.0,4.0,0.5,16.03,-71.46,5.16,68.13304623753399,Assessment
199,100.0,748.224,-764.2785,0.9789939138677851,6.0,2.01,3.99,0.5037593984962405,16.03,-72.28,5.23,69.2908884859474,Assessment
200,100.0,747.716,-767.467,0.974264691511166,6.01,2.01,4.0,0.5025,15.97,-72.93,5.16,69.96052871467639,Assessment
