Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,512.506,183.769,-2.788859927408866,8.57,2.81,5.76,0.4878472222222222,6.92,3.41,-95.71302083333336,Bronch
2,100.0,501.3345,76.8015,-6.527665475283685,8.58,2.81,5.77,0.4870017331022531,9.13,4.64,-18.59600484261501,Bronch
3,100.0,512.8615,128.7185,-3.984365106802829,8.58,2.81,5.77,0.4870017331022531,7.9,3.67,-44.38568965517241,Bronch
4,100.0,508.459,132.884,-3.826337256554589,8.57,2.8,5.77,0.4852686308492201,7.83,4.12,-46.95547703180211,Bronch
5,100.0,508.5975,50.3185,-10.107564812146627,8.57,2.8,5.77,0.4852686308492201,7.64,3.54,-19.06003787878788,Bronch
6,100.0,507.107,81.959,-6.187325370002075,8.57,2.81,5.76,0.4878472222222222,8.68,4.84,-22.271467391304352,Bronch
7,100.0,508.873,-17.4465,29.167626744619263,8.58,2.81,5.77,0.4870017331022531,9.59,4.64,3.800980392156863,Bronch
8,100.0,510.5155,-37.1605,13.73812246875042,8.58,2.8,5.78,0.4844290657439445,10.05,5.29,7.358514851485147,Bronch
9,100.0,517.788,183.5505,-2.820956630464096,8.57,2.8,5.77,0.4852686308492201,6.2,2.62,-152.95874999999998,Bronch
10,100.0,504.0475,150.7415,-3.343787211882593,8.57,2.8,5.77,0.4852686308492201,8.22,4.38,-46.8141304347826,Bronch
11,100.0,510.7965,108.7045,-4.698945305852104,8.57,2.81,5.76,0.4878472222222222,8.16,3.8,-34.400158227848095,Bronch
12,100.0,508.7215,146.5905,-3.4703579017739896,8.58,2.81,5.77,0.4870017331022531,8.68,4.64,-39.834375,Bronch
13,100.0,509.018,58.667,-8.676393884125657,4.68,2.81,1.87,1.502673796791444,6.4,3.27,-41.905,Bronch
14,100.0,508.545,187.7555,-2.708549150357779,8.57,2.8,5.77,0.4852686308492201,4.97,2.1,6258.516666666616,Bronch
15,100.0,504.6185,116.6035,-4.327644538971815,6.45,2.81,3.64,0.771978021978022,5.94,2.75,-124.04627659574464,Bronch
16,100.0,509.194,186.5295,-2.7298309382698176,8.57,2.81,5.76,0.4878472222222222,5.68,2.04,-274.30808823529424,Bronch
17,100.0,504.2285,78.4415,-6.4280833487375935,5.2,2.81,2.39,1.1757322175732217,6.33,3.73,-58.97857142857143,Bronch
18,100.0,508.823,187.235,-2.7175634897321546,8.58,2.81,5.77,0.4870017331022531,6.14,2.1,-164.2412280701755,Bronch
19,100.0,506.6295,185.8405,-2.726152264979916,8.57,2.8,5.77,0.4852686308492201,6.73,3.08,-107.42225433526008,Bronch
20,100.0,508.431,183.5735,-2.769631782365101,8.57,2.8,5.77,0.4852686308492201,6.86,3.54,-98.69543010752686,Bronch
21,100.0,509.2225,182.8375,-2.7851097285841253,8.57,2.81,5.76,0.4878472222222222,6.46,3.14,-125.23116438356163,Bronch
22,100.0,508.8525,188.5985,-2.698072890293401,8.58,2.81,5.77,0.4870017331022531,6.4,3.14,-134.71321428571426,Bronch
23,100.0,501.5245,-245.7675,2.040646139135565,8.58,2.81,5.77,0.4870017331022531,7.9,4.32,84.74741379310345,Bronch
24,100.0,506.7805,-472.8705,1.0717109652642742,8.57,2.8,5.77,0.4852686308492201,9.26,5.16,111.0024647887324,Bronch
25,100.0,1026.8565,-842.815,1.218365240295913,8.57,2.8,5.77,0.4852686308492201,13.89,5.36,94.80483689538808,Recruitment
26,100.0,1086.9835,-990.1205,1.097829506610559,8.57,2.81,5.76,0.4878472222222222,15.25,5.23,96.5971219512195,Recruitment
27,100.0,1088.726,-1053.265,1.0336676904672613,8.58,2.81,5.77,0.4870017331022531,15.77,5.42,97.79619312906222,Recruitment
28,100.0,1429.4,-1263.6275,1.1311877907057262,8.58,2.81,5.77,0.4870017331022531,19.42,5.29,87.63020110957004,Recruitment
29,100.0,1434.759,-1175.9145,1.2201218711054247,30.57,24.81,5.76,4.307291666666667,20.79,5.55,74.47210259658013,InPause
30,100.0,1421.7725,-1478.9955,0.9613095509756452,8.58,2.81,5.77,0.4870017331022531,21.76,5.36,88.24555489260142,Recruitment
31,100.0,1442.1405,-1334.249,1.0808630922713829,26.07,20.3,5.77,3.5181975736568463,22.35,5.16,76.90195965417867,InPause
32,100.0,1425.055,-1511.3405,0.9429079681249858,8.57,2.8,5.77,0.4852686308492201,22.48,6.59,86.46112700228832,Recruitment
33,100.0,1442.7925,-1361.6995,1.0595527867932684,31.51,25.74,5.77,4.461005199306759,22.87,5.23,76.20030777839955,InPause
