Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,100.0,481.5775,-504.913,0.9537831269941554,8.57,2.85,5.72,0.4982517482517483,11.67,5.23,75.69910044977512,Normal
2,100.0,481.307,-507.2635,0.9488303416271819,8.58,2.86,5.72,0.5,11.87,4.97,73.83748180494906,Normal
3,100.0,481.34,-99.9045,4.818001191137536,8.57,2.85,5.72,0.4982517482517483,11.8,5.16,14.691838235294115,Bronch
4,100.0,481.356,-232.4255,2.0710120016951667,8.57,2.85,5.72,0.4982517482517483,11.87,4.84,33.83195050946143,Bronch
5,100.0,482.1525,-284.188,1.6965969710191844,8.58,2.86,5.72,0.5,11.74,5.1,42.164391691394655,Bronch
6,100.0,481.5215,-219.122,2.1975041301192944,8.57,2.85,5.72,0.4982517482517483,11.54,4.97,33.50489296636086,Bronch
7,100.0,481.8945,-171.1985,2.814828985067042,8.58,2.86,5.72,0.5,9.92,4.84,34.796443089430895,Bronch
8,100.0,481.2965,-281.739,1.7083062692775939,8.57,2.85,5.72,0.4982517482517483,11.93,4.84,40.654978354978354,Bronch
9,100.0,481.824,-284.7895,1.6918601282701786,8.57,2.85,5.72,0.4982517482517483,11.28,5.16,45.348646496815284,Bronch
10,100.0,482.167,-62.083,7.766490021422934,8.58,2.86,5.72,0.5,11.48,4.84,9.580709876543208,Bronch
11,100.0,481.7695,-164.5335,2.928093670893769,8.57,2.85,5.72,0.4982517482517483,8.87,4.12,42.51511627906978,Bronch
12,100.0,481.5685,-336.249,1.4321782369612994,8.58,2.86,5.72,0.5,11.67,4.9,50.41214392803599,Bronch
13,100.0,481.498,-248.4575,1.937949146232253,8.57,2.85,5.72,0.4982517482517483,10.44,4.84,45.672334558823536,Bronch
14,100.0,481.598,-139.2095,3.459519644851824,8.57,2.85,5.72,0.4982517482517483,9.78,4.71,29.12332635983264,Bronch
