Breath_num,P_peak,Dy_comp,Label
1,10.31,83.39256121,Normal
2,10.37,83.22085661,Normal
3,10.37,82.14329609,Normal
4,10.44,81.33363971,Normal
5,10.37,81.68426443,Normal
6,10.44,83.99613971,Bronch
7,10.89,89.12911715,Noise
8,10.89,92.32427844,Noise
9,11.41,86.50195008,Noise
10,9.46,83.97488789,Normal
11,10.11,80.31526419,Normal
12,10.18,83.75530888,Normal
13,10.24,82.55562977,Normal
14,10.31,81.87099812,Normal
15,10.31,81.82721281,Normal
16,10.31,82.08917137,Normal
17,10.31,82.59039548,Normal
18,10.31,81.97806026,Normal
19,10.37,81.27094972,Normal
20,10.37,81.38435754,Normal
21,10.44,80.46461397,Normal
22,10.44,81.21112132,Normal
23,10.44,81.29080882,Normal
24,10.44,81.17306985,Normal
25,10.44,81.25634191,Normal
26,10.44,80.57996324,Normal
27,10.44,81.40174632,Normal
28,10.5,79.95290909,Normal
29,10.5,80.11327273,Normal
30,10.5,80.27518182,Normal
31,10.5,80.27118182,Normal
32,10.5,80.383,Normal
33,10.57,79.07594255,Normal
34,10.57,79.09003591,Normal
35,10.63,78.42744227,Normal
36,10.63,78.28641208,Normal
37,10.63,78.4777087,Normal
38,10.63,78.51598579,Normal
39,10.7,77.7272807,Normal
40,10.7,77.98096491,Normal
41,10.7,77.50149123,Normal
42,10.63,78.98872114,Normal
43,10.63,78.58632327,Normal
44,10.63,79.19671403,Normal
45,10.63,78.67602131,Normal
46,10.63,79.34316163,Normal
47,10.63,78.73090586,Normal
48,10.63,79.16474245,Normal
49,10.63,79.73285968,Normal
50,10.57,80.12046679,Normal
51,10.57,80.42271095,Normal
52,10.57,80.32746858,Normal
53,10.5,81.09609091,Normal
54,10.57,80.47307002,Normal
55,10.5,81.06063636,Normal
56,10.5,81.07990909,Normal
57,10.57,80.66122083,Normal
58,10.57,79.68078995,Normal
59,10.63,78.64937833,Normal
60,10.63,78.56669627,Normal
61,10.7,77.86903509,Normal
62,10.7,77.35570175,Normal
63,10.76,76.97456597,Normal
64,10.83,75.69090909,Normal
65,10.76,76.87326389,Normal
66,10.83,75.5490566,Normal
67,10.83,75.92109777,Normal
68,10.89,74.58803056,Normal
69,10.89,74.31536503,Normal
70,10.89,74.26791171,Normal
71,10.96,74.01744966,Normal
72,10.96,72.86090604,Normal
73,10.96,73.58901007,Normal
74,11.02,72.41071429,Normal
75,11.02,72.54036545,Normal
76,11.09,72.04458128,Normal
77,11.02,72.88928571,Normal
