Breath_num,P_peak,Dy_comp,Label
1,19.22,33.76146273,Normal
2,18.96,34.31733524,Normal
3,18.83,34.28058568,Normal
4,19.03,34.72362794,Normal
5,18.12,36.96219512,Normal
6,18.18,37.28581184,Normal
7,18.25,36.60573585,Normal
8,18.05,37.06586207,Normal
9,18.05,37.14509579,Normal
10,17.79,37.22881157,Normal
11,17.92,37.00773994,Normal
12,17.86,37.42134526,Normal
13,18.18,36.29218513,Normal
14,17.86,37.18036547,Normal
15,17.66,38.08917852,Normal
16,9.59,34.82222222,Noise
17,18.57,36.34340457,Normal
18,18.96,35.60397564,Normal
19,17.66,37.04553712,Normal
20,18.57,36.3536846,Normal
21,18.31,36.64290008,Normal
22,18.64,27.40326246,Noise
23,22.35,31.98760807,Noise
24,18.7,34.23043796,Normal
25,15.97,37.69366454,Bronch
26,17.79,38.80258014,Normal
27,15.97,41.82538742,Normal
28,13.95,38.10072626,Noise
29,8.22,3.227950311,Bronch
30,15.97,43.35200547,Normal
31,15.97,44.82388332,Normal
32,16.03,36.84351768,Noise
33,10.05,29.06564356,Bronch
34,15.71,38.73436041,Bronch
35,16.29,42.67728078,Bronch
36,15.38,36.86777457,Noise
37,9.2,27.11464286,Bronch
38,15.06,45.27554672,Bronch
39,15.32,46.34607558,Bronch
40,12.13,23.88927069,Bronch
41,16.95,35.84669456,Bronch
42,15.19,40.90480864,Bronch
43,15.64,40.37753759,Bronch
44,16.43,41.6864392,Bronch
45,14.41,39.90850159,Bronch
46,13.76,31.09046804,Bronch
47,15.06,46.03166004,Bronch
48,15.25,25.81136585,Bronch
49,11.48,-1.637962963,Noise
50,12.84,46.05038265,Bronch
51,14.86,43.21881339,Noise
52,10.76,27.77118056,Bronch
53,13.63,34.70787949,Bronch
54,13.5,28.64223529,Bronch
55,14.34,31.2633833,Bronch
56,14.99,38.58233233,Bronch
57,12.39,8.160013532,Bronch
58,14.47,24.42323126,Bronch
59,15.32,26.22330426,Bronch
60,13.76,25.26027397,Bronch
61,13.63,8.137079954,Bronch
62,10.63,0.161545293,Noise
63,7.77,-1.039891697,Noise
64,12.32,39.60409836,Bronch
65,14.34,47.44523555,Noise
66,9.39,-24.15626424,Bronch
67,12.78,42.66825193,Bronch
68,13.24,38.94993932,Bronch
69,14.08,41.40737885,Bronch
70,11.93,39.89235209,Bronch
71,13.04,31.10037313,Bronch
72,14.02,44.40820399,Bronch
73,13.43,46.1217675,Bronch
74,13.76,41.94063927,Bronch
75,12.52,54.55771277,Bronch
76,13.5,48.92223529,Bronch
77,11.54,26.00772171,Bronch
78,12.97,43.84598494,Bronch
79,14.08,31.53270925,Bronch
