Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,F_min,PEEP,Dy_comp,Label
1,100.0,568.836,-572.62,0.9933917781425727,8.57,2.85,5.72,0.4982517482517483,12.84,-64.93,4.77,73.03826530612245,Normal
2,100.0,568.7385,-623.308,0.9124517894844925,8.58,2.85,5.73,0.49738219895287955,12.97,-68.26,4.84,78.20677540777916,Normal
3,100.0,569.3915,-591.3395,0.9628842652993752,8.57,2.85,5.72,0.4982517482517483,12.78,-63.84,4.77,76.00764781491004,Normal
4,100.0,569.1045,-611.554,0.9305874869594509,8.57,2.85,5.72,0.4982517482517483,12.39,-62.4,4.9,82.75426251691474,Normal
5,100.0,569.8035,-601.91,0.9466589689488462,8.57,2.86,5.71,0.5008756567425569,11.87,-60.5,4.84,87.61426491994177,Normal
6,100.0,569.2615,-621.533,0.9158990753507857,8.58,2.86,5.72,0.5,11.8,-61.81,4.77,91.40191176470587,Normal
7,100.0,569.06,-619.6435,0.9183667705704973,8.58,2.85,5.73,0.49738219895287955,11.67,-60.42,4.64,92.90007496251874,Normal
8,100.0,569.8665,-611.102,0.9325227212478441,8.57,2.85,5.72,0.4982517482517483,11.61,-60.48,4.71,92.45113464447807,Normal
9,100.0,569.401,-630.056,0.9037307794862678,8.57,2.85,5.72,0.4982517482517483,11.67,-60.77,5.1,94.46116941529236,Normal
10,100.0,569.532,-612.084,0.930480130178211,8.57,2.86,5.71,0.5008756567425569,11.54,-59.77,4.84,93.5908256880734,Normal
11,100.0,568.834,-610.6715,0.9314893522949735,8.58,2.86,5.72,0.5,11.54,-59.09,4.71,93.37484709480124,Normal
12,100.0,568.8335,-603.61,0.9423858120309471,8.58,2.85,5.73,0.49738219895287955,11.48,-59.61,4.84,93.14969135802468,Normal
13,100.0,569.593,-621.112,0.9170536070789165,8.57,2.85,5.72,0.4982517482517483,11.54,-60.5,4.77,94.97125382262998,Normal
14,100.0,569.1465,-604.9355,0.9408383207796532,8.57,2.85,5.72,0.4982517482517483,11.48,-60.48,4.64,93.35424382716049,Normal
15,100.0,569.859,-603.3845,0.9444375849893394,8.57,2.86,5.71,0.5008756567425569,11.54,-60.26,4.71,92.260626911315,Normal
16,100.0,569.1545,-614.656,0.9259724138379842,8.58,2.86,5.72,0.5,11.54,-60.31,4.84,93.98409785932722,Normal
17,100.0,568.48,-616.1055,0.9226991156547053,8.58,2.85,5.73,0.49738219895287955,11.54,-59.91,4.77,94.20573394495415,Normal
18,100.0,569.76,-611.564,0.9316441124722842,8.57,2.85,5.72,0.4982517482517483,11.48,-59.17,4.77,94.37716049382715,Normal
19,100.0,569.1095,-601.472,0.9461945028197489,8.57,2.85,5.72,0.4982517482517483,11.48,-59.47,4.64,92.81975308641974,Normal
20,100.0,569.653,-610.165,0.9336048445912172,8.57,2.86,5.71,0.5008756567425569,11.54,-60.15,4.84,93.2974006116208,Normal
21,100.0,569.05,-611.256,0.9309520070150641,8.58,2.86,5.72,0.5,11.48,-59.09,4.71,94.32962962962962,Normal
22,100.0,568.571,-607.7205,0.9355797607617318,8.58,2.85,5.73,0.49738219895287955,11.54,-59.74,4.71,92.92362385321103,Normal
23,100.0,569.866,-604.758,0.9423041944050347,8.57,2.85,5.72,0.4982517482517483,11.48,-59.47,4.77,93.32685185185186,Normal
24,100.0,568.8215,-617.5775,0.9210528233298655,8.57,2.85,5.72,0.4982517482517483,11.41,-59.8,4.71,96.34594383775351,Normal
25,100.0,570.179,-610.3325,0.9342104508608012,8.57,2.86,5.71,0.5008756567425569,11.41,-58.9,4.77,95.21567862714508,Normal
26,100.0,569.346,-612.34,0.9297873730280563,8.58,2.86,5.72,0.5,11.28,-58.28,4.77,97.5063694267516,Normal
27,100.0,568.406,-615.9835,0.9227617298190616,8.58,2.85,5.73,0.49738219895287955,11.28,-58.17,4.71,98.08654458598728,Normal
28,100.0,569.767,-583.4245,0.9765908013804702,8.57,2.85,5.72,0.4982517482517483,11.35,-58.58,4.77,91.87787401574803,Normal
29,100.0,568.949,-627.628,0.9065067205414671,8.57,2.85,5.72,0.4982517482517483,11.48,-60.07,5.1,96.85617283950617,Normal
30,100.0,569.944,-617.7745,0.9225761179847987,8.57,2.86,5.71,0.5008756567425569,11.35,-59.25,4.77,97.28732283464568,Normal
31,100.0,568.9185,-602.1825,0.9447609321094519,8.58,2.86,5.72,0.5,11.67,-59.58,4.71,90.28223388305847,Normal
32,100.0,568.9125,-619.551,0.9182658086259242,8.58,2.85,5.73,0.49738219895287955,11.28,-58.5,4.71,98.65461783439493,Normal
33,100.0,569.971,-613.169,0.9295496021488366,8.57,2.85,5.72,0.4982517482517483,11.15,-57.25,4.71,99.70227642276421,Normal
34,100.0,569.0045,-614.5955,0.9258195024206979,8.57,2.85,5.72,0.4982517482517483,11.28,-58.39,4.84,97.86552547770702,Normal
35,100.0,570.538,-592.3925,0.9631080744607671,8.57,2.86,5.71,0.5008756567425569,11.41,-58.47,4.71,92.41692667706708,Normal
36,100.0,568.9635,-618.976,0.9192012291268158,8.58,2.86,5.72,0.5,11.41,-58.2,4.71,96.56411856474259,Normal
37,100.0,568.872,-609.101,0.9339534822632042,8.58,2.85,5.73,0.49738219895287955,11.41,-58.06,4.71,95.0235569422777,Normal
38,100.0,569.749,-610.454,0.933320119124455,8.57,2.85,5.72,0.4982517482517483,11.28,-57.84,4.77,97.20605095541401,Normal
39,100.0,569.036,-606.2485,0.9386184048290427,8.57,2.85,5.72,0.4982517482517483,11.35,-57.82,4.71,95.47220472440947,Normal
40,100.0,569.952,-607.98,0.9374518898647981,8.57,2.86,5.71,0.5008756567425569,11.35,-58.9,4.71,95.74488188976379,Normal
41,100.0,569.126,-615.7945,0.9242141656023235,8.58,2.86,5.72,0.5,11.35,-57.71,4.71,96.97551181102362,Normal
42,100.0,569.025,-612.775,0.9286034841499735,8.58,2.85,5.73,0.49738219895287955,11.35,-58.77,4.77,96.5,Normal
43,100.0,569.865,-610.1615,0.9339576489175406,8.57,2.85,5.72,0.4982517482517483,11.28,-57.82,4.77,97.15947452229301,Normal
44,100.0,569.017,-613.6235,0.9273064020527245,8.57,2.85,5.72,0.4982517482517483,11.35,-57.98,4.71,96.6336220472441,Normal
45,100.0,569.607,-609.977,0.9338171767132203,8.57,2.86,5.71,0.5008756567425569,11.35,-58.01,4.71,96.05937007874016,Normal
46,100.0,569.467,-613.43,0.9283324910747763,8.58,2.86,5.72,0.5,11.35,-57.49,4.71,96.60314960629921,Normal
47,100.0,569.9365,-607.8165,0.9376785592362169,8.58,2.86,5.72,0.5,11.35,-58.28,4.71,95.71913385826772,Normal
48,100.0,569.76,-607.172,0.9383831929008584,8.57,2.85,5.72,0.4982517482517483,11.35,-58.06,4.77,95.6176377952756,Normal
49,100.0,569.172,-611.311,0.9310678198167545,8.57,2.85,5.72,0.4982517482517483,11.28,-57.93,4.71,97.34251592356689,Normal
50,100.0,569.9075,-604.526,0.9427344729589795,8.58,2.86,5.72,0.5,11.35,-57.71,4.77,95.20094488188977,Normal
51,100.0,569.14,-609.715,0.9334525146994906,8.57,2.85,5.72,0.4982517482517483,11.35,-57.93,4.77,96.01811023622048,Normal
52,100.0,568.9205,-608.079,0.9356029397496048,8.57,2.85,5.72,0.4982517482517483,11.35,-58.06,4.71,95.76047244094488,Normal
53,100.0,569.3605,-612.3105,0.929855849279083,8.58,2.86,5.72,0.5,11.35,-57.55,4.77,96.4268503937008,Normal
54,100.0,568.8205,-614.8495,0.9251377776187506,8.58,2.85,5.73,0.49738219895287955,11.35,-57.98,4.77,96.82669291338584,Normal
55,100.0,570.2015,-622.795,0.9155524691110237,8.56,2.85,5.71,0.4991243432574431,11.41,-57.84,4.77,97.15990639625583,Normal
56,100.0,569.4365,-610.669,0.9324797885597599,8.58,2.86,5.72,0.5,11.35,-56.89,4.71,96.16834645669292,Normal
57,100.0,569.867,-611.619,0.9317352796430457,8.58,2.86,5.72,0.5,11.35,-57.71,4.71,96.31795275590552,Normal
58,100.0,569.8055,-610.5915,0.9332024766148891,8.57,2.85,5.72,0.4982517482517483,11.35,-57.74,4.77,96.15614173228347,Normal
59,100.0,568.72,-614.037,0.9261982584111381,8.57,2.85,5.72,0.4982517482517483,11.35,-57.71,4.77,96.69874015748033,Normal
60,100.0,569.7795,-610.19,0.933773906488143,8.58,2.86,5.72,0.5,11.41,-58.33,4.77,95.19344773790952,Normal
61,100.0,569.423,-613.696,0.927858418500365,8.57,2.85,5.72,0.4982517482517483,11.41,-57.6,4.77,95.74040561622465,Normal
62,100.0,568.838,-613.709,0.9268855434741873,8.57,2.85,5.72,0.4982517482517483,11.35,-58.03,4.77,96.64708661417322,Normal
63,100.0,569.935,-609.473,0.9351275610240322,8.58,2.86,5.72,0.5,11.35,-57.33,4.77,95.98,Normal
64,100.0,568.6115,-613.3105,0.927118482400024,8.58,2.85,5.73,0.49738219895287955,11.35,-57.74,4.77,96.58433070866143,Normal
