Breath_num,P_peak,Dy_comp,Label
1,40.77,-4.683547666,Bronch
2,22.22,22.66579559,Bronch
3,14.99,58.69424424,Bronch
4,12.45,54.95812081,Bronch
5,9.78,51.90638075,Bronch
6,11.93,59.23268398,Bronch
7,41.16,8.157840155,Bronch
8,40.9,2.29856546,Bronch
9,31.4,4.267045455,Bronch
10,5.42,-347.8011905,Bronch
11,9.33,96.88279446,Bronch
12,8.22,25.13416149,Bronch
13,8.35,-40.58567164,Bronch
14,10.05,47.71485149,Bronch
15,11.09,60.60155993,Bronch
16,8.94,6.68248731,Bronch
17,9.92,44.85802846,Bronch
18,9.78,39.41182008,Bronch
19,12,43.04392857,Bronch
20,11.54,8.068730887,Bronch
21,7.9,74.73741379,Bronch
22,7.44,5.521721311,Bronch
23,10.76,66.40642361,Bronch
24,11.02,27.67134551,Bronch
25,10.7,41.41078947,Bronch
26,11.48,51.76520062,Bronch
27,8.74,27.52433155,Bronch
28,10.31,35.91676083,Bronch
29,9.65,-14.97645161,Bronch
30,9.46,6.5367713,Bronch
31,6.99,29.19045226,Bronch
32,7.18,-3.770642202,Bronch
33,11.09,58.71461412,Bronch
34,10.11,38.75136986,Bronch
35,10.83,26.85703259,Bronch
36,9.78,59.40376569,Bronch
37,11.35,60.04606299,Bronch
38,10.18,41.93832046,Bronch
39,10.05,43.29693069,Bronch
40,6.99,-93.32562814,Bronch
41,9,85.811125,Bronch
42,10.11,92.3776908,Normal
43,10.31,92.84463277,Normal
44,10.31,93.10301318,Normal
45,10.31,93.98775895,Normal
46,10.37,92.9207635,Normal
47,13.63,80.12091541,Recruitment
48,17.66,70.36022907,Recruitment
49,20.2,53.61230263,InPause
50,20.46,71.54346701,Recruitment
51,19.94,57.96924364,InPause
52,19.88,74.19835349,Recruitment
53,19.75,60.1339661,InPause
54,11.41,108.5432917,Recruitment
55,9.92,112.9868902,Normal
56,9.85,109.7958763,Normal
57,9.92,106.3854675,Normal
58,9.92,105.8759146,Normal
59,10.05,104.000297,Normal
