Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,PEEP,Dy_comp,Label
1,2544.0,387.69784,-423.1425,0.9162346963493386,8.8144,3.1044,5.71,0.5436777583187391,15.32,15.06,41.00218023255814,Normal
2,100.0,356.418,-376.7035,0.9461499561326082,8.58,2.86,5.72,0.5,8.16,5.16,119.20996835443039,Normal
3,100.0,356.3825,-424.67,0.8391986719099536,8.58,2.86,5.72,0.5,8.35,5.29,126.7671641791045,Noise
4,100.0,356.0835,-377.922,0.9422142664359312,8.56,2.85,5.71,0.4991243432574431,8.16,5.16,119.59556962025317,Normal
5,100.0,356.381,-422.6405,0.84322491573808,8.58,2.87,5.71,0.5026269702276708,8.35,5.36,126.1613432835821,Noise
6,100.0,356.6085,-376.974,0.9459763803339223,8.58,2.86,5.72,0.5,8.16,4.97,119.29556962025316,Normal
7,100.0,355.7515,-422.3715,0.8422715547805664,8.57,2.85,5.72,0.4982517482517483,8.35,5.23,126.08104477611943,Noise
8,100.0,356.3575,-399.2885,0.8924812510252612,8.57,2.86,5.71,0.5008756567425569,8.16,5.03,126.35712025316455,Normal
9,100.0,356.417,-406.062,0.8777403450704572,8.58,2.86,5.72,0.5,8.22,5.03,126.1062111801242,Normal
10,100.0,356.403,-376.207,0.9473587679123462,8.57,2.86,5.71,0.5008756567425569,8.16,5.49,119.05284810126581,Normal
11,100.0,356.5335,-422.51,0.84384629949587,8.57,2.86,5.71,0.5008756567425569,8.35,5.16,126.1223880597015,Noise
12,100.0,356.275,-376.272,0.946854934728069,8.58,2.86,5.72,0.5,8.16,5.16,119.07341772151898,Normal
13,100.0,356.5055,-419.058,0.8507306864443586,8.58,2.86,5.72,0.5,8.35,5.23,125.09194029850747,Normal
14,100.0,355.8645,-393.483,0.9043961238477901,8.57,2.85,5.72,0.4982517482517483,8.16,5.16,124.51993670886075,Normal
15,100.0,356.299,-406.641,0.8762003831389357,8.57,2.86,5.71,0.5008756567425569,8.22,5.62,126.28602484472047,Normal
16,100.0,356.4425,-378.76,0.9410774633012989,8.58,2.86,5.72,0.5,8.16,5.03,119.86075949367088,Normal
17,100.0,355.839,-416.3925,0.8545759109494048,8.57,2.85,5.72,0.4982517482517483,8.35,5.23,124.29626865671642,Normal
18,100.0,356.332,-377.3775,0.9442322343011971,8.57,2.86,5.71,0.5008756567425569,8.16,5.03,119.42325949367088,Normal
19,100.0,356.443,-417.0885,0.8545980049797585,8.58,2.86,5.72,0.5,8.35,5.16,124.50402985074628,Normal
20,100.0,356.52,-376.896,0.9459373408048903,8.57,2.86,5.71,0.5008756567425569,8.22,5.55,117.04844720496892,Normal
21,100.0,356.5635,-417.131,0.8547998110905207,8.57,2.86,5.71,0.5008756567425569,8.35,5.16,124.51671641791046,Normal
22,100.0,356.216,-378.1425,0.9420152455754115,8.58,2.86,5.72,0.5,8.22,5.16,117.43555900621115,Normal
23,100.0,356.376,-415.8515,0.8569789937032811,8.58,2.86,5.72,0.5,8.35,5.29,124.134776119403,Normal
24,100.0,355.6985,-398.1065,0.8934757407879551,8.57,2.85,5.72,0.4982517482517483,8.22,5.16,123.63555900621115,Normal
25,100.0,356.3095,-404.899,0.8799959990022204,8.57,2.86,5.71,0.5008756567425569,8.22,5.55,125.7450310559006,Normal
