Breath_num,P_peak,Dy_comp,Label
1,16.23,41.74888691,Normal
2,14.86,50.44401623,Normal
3,14.08,55.02912996,Normal
4,15.12,48.21032609,Normal
5,13.56,60.05216121,Noise
6,13.17,54.32062424,Normal
7,14.15,52.74191257,Normal
8,14.28,52.85932112,Normal
9,14.34,53.35208779,Normal
10,14.34,53.47173448,Normal
11,14.34,53.05155246,Normal
12,14.47,53.22027455,Normal
13,14.34,53.80337259,Normal
14,14.34,53.82906852,Normal
15,14.28,54.4950431,Normal
16,14.28,41.66018319,Noise
17,8.55,55.74577465,Bronch
18,14.6,39.70276042,Bronch
19,14.73,46.15056526,Bronch
20,15.51,40.78306375,Bronch
21,15.45,46.36559809,Normal
22,13.37,41.73285544,Bronch
23,13.1,15.69320988,Bronch
24,10.37,12.6764432,Bronch
25,9.33,-18.58475751,Bronch
26,7.05,-48.97146341,Bronch
27,5.29,-629.3689655,Noise
28,8.42,36.97865497,Bronch
29,14.8,41.38755102,Bronch
30,13.17,48.6,Bronch
31,13.04,47.08532338,Bronch
32,14.34,34.03538544,Bronch
33,11.8,43.96676471,Bronch
34,15.19,26.24308145,Bronch
35,8.87,34.66149871,Bronch
36,13.37,36.2453405,Bronch
37,10.57,20.29228007,Bronch
38,13.95,33.4347486,Bronch
39,13.24,15.11668689,Bronch
40,13.69,25.18780207,Bronch
41,8.35,-2.198656716,Bronch
42,9.59,3.706862745,Bronch
43,11.48,46.50763889,Bronch
44,10.83,14.9626072,Noise
45,9.85,51.48041237,Bronch
46,8.74,31.51216578,Bronch
47,9.72,3.460911017,Bronch
48,8.42,0.715204678,Bronch
49,9.13,-22.91464891,Bronch
50,9.72,9.322033898,Bronch
51,12.91,31.14860936,Bronch
52,14.6,27.99489583,Bronch
53,8.16,47.47009494,Bronch
54,13.63,55.37862109,Normal
55,13.89,55.58031496,Normal
56,17.08,48.55943709,Recruitment
57,20.01,45.92628248,Recruitment
58,20.46,48.18706339,Recruitment
59,21.57,48.69088715,Recruitment
60,21.96,37.42352594,InPause
61,21.24,55.77810961,Recruitment
62,22.02,42.93807286,InPause
63,20.79,61.8818556,Recruitment
64,21.7,50.43260479,InPause
65,15.38,80.56695568,Recruitment
66,11.67,95.58778111,Recruitment
67,10.11,104.1419765,Normal
68,10.11,101.4651663,Normal
69,10.11,100.9278865,Normal
70,10.18,99.09584942,Normal
71,10.18,98.90299228,Normal
72,10.18,99.42326255,Normal
73,10.24,96.92089695,Normal
74,10.31,97.02316384,Normal
75,10.37,95.41592179,Normal
76,10.37,95.1527933,Normal
77,10.44,93.97169118,Normal
78,10.44,94.378125,Normal
79,10.44,93.54834559,Normal
80,10.5,93.30936364,Normal
81,10.5,92.83909091,Normal
82,10.57,92.69236984,Normal
83,10.57,91.12728905,Normal
84,10.63,91.43889876,Normal
85,10.63,90.65346359,Normal
86,10.7,90.27850877,Normal
87,10.76,89.12421875,Normal
88,10.76,88.81831597,Normal
89,10.7,89.87517544,Normal
90,10.7,89.57710526,Normal
91,10.7,89.98789474,Normal
92,10.76,89.14618056,Normal
93,10.76,88.47569444,Normal
94,10.83,88.92246998,Normal
95,10.83,88.20977702,Normal
96,10.83,88.90977702,Normal
97,10.76,89.32161458,Normal
98,10.76,87.98012153,Normal
99,10.83,92.47495712,Normal
100,11.35,82.89472441,Normal
101,11.41,77.16185647,Normal
102,10.96,91.47407718,Normal
103,11.61,78.93691377,Normal
104,11.28,76.41863057,Normal
105,11.15,89.89666667,Normal
106,11.54,74.53715596,Normal
107,11.87,81.29606987,Normal
108,10.7,83.5595614,Normal
109,11.22,79.48528939,Normal
110,11.22,79.50136656,Normal
111,11.22,86.76463023,Normal
112,14.34,70.8996788,Recruitment
113,16.43,56.56539808,InPause
114,14.93,86.44793555,Recruitment
115,16.43,80.0843832,Recruitment
116,17.66,55.56978673,InPause
117,17.01,69.22289759,Recruitment
118,18.25,73.46460377,Recruitment
119,17.47,80.3329591,Recruitment
120,18.83,69.63427332,Recruitment
121,18.77,84.99114016,Recruitment
122,21.18,65.62255871,Recruitment
123,22.74,38.77175874,InPause
124,22.74,64.38407554,InPause
125,18.64,66.19314516,Recruitment
126,18.7,88.25043796,Recruitment
