Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,F_min,PEEP,Dy_comp,Label
1,100.0,1100.1175,-1103.4525,0.9969776678198652,8.57,2.81,5.76,0.4878472222222222,14.99,-53.12,5.23,110.45570570570572,Recruitment
2,100.0,1214.5365,-1229.1845,0.9880831559460764,8.58,2.81,5.77,0.4870017331022531,16.69,-59.74,5.16,105.148374679213,Recruitment
3,100.0,1251.993,-1190.3645,1.0517727973238449,17.19,11.43,5.76,1.984375,17.53,-55.0,5.23,95.00115722266558,InPause
4,100.0,1238.836,-1311.9695,0.9442567071871716,8.58,2.81,5.77,0.4870017331022531,17.53,-64.08,5.16,104.70626496408616,Recruitment
5,100.0,1250.939,-1188.8985,1.0521831762761915,27.43,21.66,5.77,3.753899480069325,17.86,-52.74,5.23,92.44933903576984,InPause
6,100.0,1239.0355,-1324.781,0.935275717269496,8.57,2.8,5.77,0.4852686308492201,17.73,-65.68,5.1,104.06763550667714,Recruitment
7,100.0,594.347,-704.3105,0.8438707075927449,8.57,2.8,5.77,0.4852686308492201,9.65,-32.48,5.16,151.46462365591398,Recruitment
8,100.0,580.5855,-648.849,0.8947929333327168,8.57,2.81,5.76,0.4878472222222222,9.33,-29.79,5.16,149.84965357967667,Recruitment
9,100.0,577.235,-631.219,0.9144765921177912,8.58,2.81,5.77,0.4870017331022531,9.2,-29.25,5.16,150.29023809523812,Normal
10,100.0,577.8695,-625.437,0.9239451775318698,8.58,2.81,5.77,0.4870017331022531,9.2,-29.25,5.16,148.91357142857146,Normal
11,100.0,576.9885,-635.574,0.9078226925582232,8.57,2.8,5.77,0.4852686308492201,9.26,-29.47,5.03,149.19577464788733,Normal
12,100.0,578.136,-623.3605,0.9274504881204376,8.57,2.81,5.76,0.4878472222222222,9.2,-29.33,5.16,148.41916666666668,Normal
13,100.0,577.465,-619.598,0.9319994577129044,8.58,2.81,5.77,0.4870017331022531,9.2,-29.33,5.16,147.52333333333334,Normal
14,100.0,576.8335,-617.483,0.9341690378520542,8.57,2.8,5.77,0.4852686308492201,9.2,-28.98,5.16,147.0197619047619,Normal
15,100.0,577.9235,-616.8225,0.9369364768632792,8.57,2.81,5.76,0.4878472222222222,9.2,-29.25,5.16,146.8625,Normal
16,100.0,577.12,-623.365,0.9258139292388888,8.58,2.81,5.77,0.4870017331022531,9.26,-29.06,5.1,146.32981220657277,Normal
17,100.0,576.6775,-615.974,0.936204287843318,8.58,2.8,5.78,0.4844290657439445,9.2,-29.11,5.16,146.66047619047623,Normal
18,100.0,577.382,-619.2655,0.9323658430834592,8.56,2.8,5.76,0.4861111111111111,9.2,-29.38,5.03,147.4441666666667,Normal
19,100.0,576.7645,-617.0975,0.9346407982531124,8.58,2.81,5.77,0.4870017331022531,9.26,-29.25,5.16,144.85856807511738,Normal
20,100.0,577.3295,-620.7005,0.9301257208589327,8.58,2.81,5.77,0.4870017331022531,9.26,-29.38,5.16,145.70434272300471,Normal
21,100.0,577.4755,-625.0505,0.92388614999908,8.57,2.8,5.77,0.4852686308492201,9.2,-29.25,5.03,148.82154761904766,Normal
22,100.0,578.044,-617.363,0.9363113759651938,8.57,2.81,5.76,0.4878472222222222,9.26,-29.25,5.16,144.92089201877937,Normal
23,100.0,577.297,-619.359,0.9320878521180768,8.58,2.81,5.77,0.4870017331022531,9.2,-29.06,5.1,147.4664285714286,Normal
24,100.0,576.9735,-618.5135,0.9328389760288174,8.57,2.8,5.77,0.4852686308492201,9.26,-29.25,5.1,145.19096244131455,Normal
25,100.0,577.9175,-622.977,0.9276706844714974,8.57,2.81,5.76,0.4878472222222222,9.26,-29.47,5.16,146.2387323943662,Normal
26,100.0,576.7385,-622.25,0.9268597830453998,8.58,2.81,5.77,0.4870017331022531,9.26,-29.33,5.1,146.0680751173709,Normal
27,100.0,576.3895,-616.8405,0.934422269614268,8.58,2.8,5.78,0.4844290657439445,9.2,-29.38,5.1,146.86678571428575,Normal
28,100.0,577.1295,-626.693,0.92091263186281,8.56,2.8,5.76,0.4861111111111111,9.26,-29.47,5.03,147.11103286384977,Normal
29,100.0,576.4695,-617.5175,0.9335273899120268,8.58,2.81,5.77,0.4870017331022531,9.26,-29.11,5.16,144.95715962441315,Normal
30,100.0,577.634,-620.8575,0.9303809650362604,8.58,2.81,5.77,0.4870017331022531,9.26,-29.38,5.1,145.7411971830986,Normal
31,100.0,577.494,-621.635,0.9289920934310328,8.57,2.8,5.77,0.4852686308492201,9.26,-29.25,5.03,145.9237089201878,Normal
32,100.0,578.1825,-614.7935,0.9404499234295745,8.57,2.81,5.76,0.4878472222222222,9.26,-29.11,5.16,144.31772300469484,Normal
33,100.0,577.068,-626.484,0.9211216886624398,8.58,2.81,5.77,0.4870017331022531,9.26,-29.52,5.1,147.06197183098593,Normal
34,100.0,576.931,-614.9345,0.9381991090107972,8.57,2.8,5.77,0.4852686308492201,9.26,-29.06,5.16,144.35082159624412,Normal
35,100.0,577.4935,-622.026,0.9284073334555148,8.57,2.81,5.76,0.4878472222222222,9.26,-29.25,5.16,146.0154929577465,Normal
36,100.0,577.008,-620.2155,0.9303346981815191,8.58,2.81,5.77,0.4870017331022531,9.26,-29.47,5.16,145.59049295774648,Normal
37,100.0,577.6705,-613.2575,0.9419705425534948,8.58,2.81,5.77,0.4870017331022531,9.26,-29.11,5.16,143.95715962441315,Normal
38,100.0,577.7055,-622.053,0.928707843222362,8.56,2.8,5.76,0.4861111111111111,9.26,-29.33,5.03,146.0218309859155,Normal
39,100.0,576.893,-617.4935,0.934249510318732,8.58,2.81,5.77,0.4870017331022531,9.26,-29.06,5.16,144.95152582159625,Normal
