Breath_num,P_peak,Dy_comp,Label
1,10.96,65.66375839,Noise
2,11.02,67.6782392,Normal
3,10.96,69.69127517,Normal
4,10.96,70.62315436,Normal
5,10.96,70.88288591,Normal
6,10.96,71.21258389,Normal
7,10.96,72.42424497,Normal
8,10.96,72.69337248,Normal
9,11.02,72.2519103,Normal
10,11.02,74.70714286,Normal
11,11.09,70.4816092,Normal
12,10.63,74.62087034,Normal
13,10.63,76.02104796,Normal
14,10.63,77.02744227,Normal
15,10.76,76.03654514,Normal
16,10.76,76.09279514,Normal
17,10.83,75.51183533,Normal
18,10.83,75.46209262,Normal
19,10.83,75.3873928,Normal
20,10.83,75.88559177,Normal
21,10.83,75.58533448,Normal
22,10.83,75.76715266,Normal
23,10.89,75.3852292,Normal
24,10.76,76.84539931,Normal
25,10.83,76.9219554,Normal
26,10.76,76.99592014,Normal
27,10.76,76.84982639,Normal
28,10.76,77.55668403,Normal
29,10.83,76.22084048,Normal
30,10.83,76.29639794,Normal
31,10.83,76.86329331,Normal
32,10.83,76.30445969,Normal
33,10.7,78.9472807,Normal
34,10.76,76.85529514,Normal
35,10.83,76.08996569,Normal
36,10.89,75.64762309,Normal
37,10.96,74.29941275,Normal
38,11.02,73.97267442,Normal
39,11.02,73.64310631,Normal
40,11.02,73.66453488,Normal
41,11.02,74.37059801,Normal
42,10.96,74.4715604,Normal
43,11.02,73.65880399,Normal
44,11.09,73.0545156,Normal
45,11.15,72.37601626,Normal
46,11.15,72.63439024,Normal
47,11.15,72.5701626,Normal
48,11.22,71.94694534,Normal
49,11.02,74.1538206,Normal
50,11.09,73.00788177,Normal
51,11.09,73.47775041,Normal
52,11.02,73.85307309,Normal
53,11.02,74.16453488,Normal
54,11.09,73.06059113,Normal
55,11.15,72.2104065,Normal
56,11.09,74.87520525,Normal
57,11.09,74.02463054,Normal
58,11.09,73.94449918,Normal
59,11.09,74.10960591,Normal
60,11.09,74.09244663,Normal
61,11.09,73.69688013,Normal
62,11.09,73.26247947,Normal
63,11.02,73.70240864,Normal
64,11.09,73.71091954,Normal
65,11.02,74.16860465,Normal
66,11.02,74.00789037,Normal
67,11.02,74.69335548,Normal
68,11.02,74.77765781,Normal
69,11.02,75.06403654,Normal
70,11.02,74.78745847,Normal
71,11.02,74.53372093,Normal
72,11.02,74.94858804,Normal
73,10.96,75.82516779,Normal
74,11.02,74.87906977,Normal
75,11.02,75.16536545,Normal
76,11.09,73.58497537,Normal
77,11.09,74.08399015,Normal
78,11.02,74.44377076,Normal
79,11.09,74.01239737,Normal
80,11.09,73.63513957,Normal
81,11.15,72.78227642,Normal
82,11.15,72.53780488,Normal
83,11.15,72.4604878,Normal
84,11.09,73.32151067,Normal
85,11.09,73.35344828,Normal
86,11.09,72.84137931,Normal
87,11.09,73.65656814,Normal
88,11.09,73.11330049,Normal
89,11.09,72.89794745,Normal
90,11.09,73.2408046,Normal
91,11.15,72.46560976,Normal
92,11.15,71.94357724,Normal
93,11.15,72.53829268,Normal
94,11.15,71.48463415,Normal
95,11.22,71.70948553,Normal
96,11.22,71.2323955,Normal
97,11.22,71.29678457,Normal
98,11.22,71.56350482,Normal
99,11.28,70.38996815,Normal
100,11.28,70.86393312,Normal
101,11.28,70.45796178,Normal
102,11.28,70.46775478,Normal
103,11.28,70.75573248,Normal
104,11.28,70.67507962,Normal
105,11.28,70.71552548,Normal
106,11.28,70.67197452,Normal
107,11.22,70.69453376,Normal
108,11.22,71.45779743,Normal
109,11.22,71.34324759,Normal
110,11.28,70.54363057,Normal
111,11.22,71.44163987,Normal
112,11.28,70.66098726,Normal
113,11.22,71.38432476,Normal
114,11.22,71.65546624,Normal
115,11.22,71.19389068,Normal
116,11.22,71.22821543,Normal
117,11.22,70.91125402,Normal
118,11.22,71.19236334,Normal
119,11.22,71.3778135,Normal
120,11.22,70.97909968,Normal
121,11.28,71.04649682,Normal
122,11.28,70.90175159,Normal
123,11.28,70.23893312,Normal
124,11.22,71.60144695,Normal
125,11.22,71.34654341,Normal
126,11.22,71.78665595,Normal
127,11.22,71.16165595,Normal
128,11.22,71.8392283,Normal
129,11.22,72.57234727,Normal
130,11.22,72.17146302,Normal
131,11.22,72.22419614,Normal
132,11.15,72.85065041,Normal
133,11.15,72.23219512,Normal
134,11.15,72.16878049,Normal
