Breath_num,P_peak,Dy_comp,Label
1,10.96,90.40813758,Normal
2,10.96,91.13171141,Normal
3,10.96,91.08926174,Normal
4,10.96,90.67927852,Normal
5,10.96,91.18036913,Normal
6,10.96,90.78045302,Normal
7,11.02,90.3320598,Normal
8,10.96,90.70738255,Normal
9,10.96,91.07357383,Normal
10,10.83,93.21998285,Normal
11,10.83,93.50891938,Normal
12,10.83,92.33619211,Normal
13,10.83,93.17092624,Normal
14,10.89,91.03633277,Normal
15,10.89,92.05152801,Normal
16,10.83,92.31226415,Normal
17,10.83,92.05720412,Normal
18,10.83,94.17186964,Normal
19,10.57,97.53132855,Normal
20,10.5,98.72854545,Normal
21,10.44,99.24733456,Normal
22,10.44,99.73290441,Normal
23,10.44,99.11801471,Normal
24,10.44,98.8265625,Normal
25,10.5,98.24418182,Normal
26,10.5,97.90918182,Normal
27,10.57,98.07728905,Normal
28,10.5,100.1503636,Normal
29,10.31,102.5163842,Normal
30,10.31,102.7877589,Normal
31,10.31,101.8123352,Normal
32,10.31,99.03615819,Normal
33,10.44,101.9566176,Normal
34,10.37,100.7431099,Normal
35,10.31,101.8427495,Normal
36,10.31,103.3931262,Normal
37,10.31,101.7898305,Normal
38,10.37,101.7238361,Normal
39,10.31,101.505838,Normal
40,10.37,100.744879,Normal
41,10.31,103.4989642,Normal
42,10.24,103.1367366,Normal
43,10.24,104.0687977,Normal
44,10.18,104.7256757,Normal
45,10.24,102.5123092,Normal
46,10.31,103.1573446,Normal
47,10.24,101.8157443,Normal
48,10.31,103.7933145,Normal
49,10.31,103.1795669,Normal
50,10.24,103.7052481,Normal
51,10.24,104.1382634,Normal
52,10.18,104.4630309,Normal
53,10.18,102.4272201,Normal
54,10.24,104.1657443,Normal
55,10.18,104.3666023,Normal
56,10.24,104.1801527,Normal
57,10.18,104.5837838,Normal
58,10.24,103.1121183,Normal
59,10.24,103.8842557,Normal
60,10.24,102.6989504,Normal
61,10.24,104.2926527,Normal
62,10.24,104.1974237,Normal
63,10.31,101.0900188,Normal
64,10.31,103.8106403,Normal
65,10.18,104.0835907,Normal
66,10.31,103.3247646,Normal
67,10.24,103.9695611,Normal
68,10.24,103.1408397,Normal
69,10.37,102.7989758,Normal
70,10.31,100.7673258,Normal
71,10.5,101.5355455,Normal
72,10.37,101.7535382,Normal
73,10.24,104.7033397,Normal
74,10.24,105.073855,Normal
75,10.18,105.11139,Normal
76,10.24,104.1373092,Normal
77,10.24,104.8294847,Normal
78,10.18,104.9501931,Normal
79,10.31,103.7725047,Normal
80,10.18,105.0086873,Normal
81,10.24,103.1788168,Normal
82,10.31,103.6007533,Normal
