Breath_num,Max_gap(ms),In_vol(ml),Ex_vol(ml),IE_vol_ratio,Duration(s),In_duration(s),Ex_duration(s),IE_duration_ratio,P_peak,F_min,PEEP,Dy_comp,Label
1,100.0,637.2795,-367.951,1.7319683870950207,8.57,2.85,5.72,0.4982517482517483,11.09,-29.98,4.9,60.41888341543515,Bronch
2,100.0,638.4305,-368.8495,1.7308699076452594,8.58,2.86,5.72,0.5,10.31,-24.09,4.77,69.46318267419962,Bronch
3,100.0,637.8455,-419.083,1.5220028013543856,8.57,2.85,5.72,0.4982517482517483,11.22,-33.1,4.9,67.3766881028939,Bronch
4,100.0,638.9785,27.749,-23.027082057011068,8.58,2.86,5.72,0.5,9.52,-15.09,4.9,-6.139159292035399,Bronch
5,100.0,638.358,-204.0115,3.1290294909845766,8.57,2.85,5.72,0.4982517482517483,7.25,-21.35,3.41,90.67177777777778,Bronch
6,100.0,637.749,-625.2405,1.0200059017290146,8.57,2.85,5.72,0.4982517482517483,10.18,-57.71,5.1,120.70279922779923,Normal
7,100.0,637.8765,-629.4975,1.0133106168014965,8.58,2.86,5.72,0.5,10.24,-57.84,5.03,120.13311068702289,Normal
8,100.0,637.8135,-667.912,0.9549364287510929,8.57,2.85,5.72,0.4982517482517483,10.44,-60.07,5.16,122.7779411764706,Normal
9,100.0,657.7935,-650.6805,1.0109316323449065,8.58,2.86,5.72,0.5,10.57,-59.99,5.03,116.81876122082586,Normal
10,100.0,778.505,-794.2935,0.9801225869278799,8.57,2.85,5.72,0.4982517482517483,12.19,-71.65,5.16,110.47197496522949,Recruitment
11,100.0,876.158,-840.075,1.0429521173704728,8.57,2.85,5.72,0.4982517482517483,13.37,-79.14,5.03,100.36738351254482,Recruitment
12,100.0,885.482,-895.7965,0.988485666108318,8.58,2.86,5.72,0.5,13.95,-84.59,5.16,100.08899441340783,Recruitment
13,100.0,998.2575,-973.85,1.0250628946963085,8.57,2.85,5.72,0.4982517482517483,15.58,-93.09,5.1,92.04631379962193,Recruitment
14,100.0,999.2365,-1005.979,0.9932975738062126,8.58,2.86,5.72,0.5,16.03,-95.88,5.1,91.20389845874887,Recruitment
15,100.0,998.8165,-992.205,1.0066634415267006,8.57,2.85,5.72,0.4982517482517483,16.03,-96.94,5.03,89.95512239347234,Recruitment
16,100.0,998.6425,-1026.0655,0.9732736360398045,8.57,2.85,5.72,0.4982517482517483,16.36,-99.19,5.16,90.32266725352113,Recruitment
17,100.0,1078.704,-1051.939,1.0254434905446037,8.58,2.86,5.72,0.5,17.66,-106.08,5.03,83.09154818325435,Recruitment
18,100.0,1213.4155,-1144.2675,1.0604299256948224,8.57,2.85,5.72,0.4982517482517483,21.11,-127.43,5.16,71.02839851024208,Recruitment
19,100.0,1276.2155,-1256.656,1.015564720973759,8.98,2.69,6.29,0.4276629570747218,24.82,-150.55,5.23,63.40343087790111,Recruitment
20,100.0,1276.1145,-1284.0405,0.9938272975034664,8.98,2.81,6.17,0.4554294975688817,24.95,-152.47,5.16,64.36293233082708,Recruitment
21,100.0,1278.3125,-1266.09,1.0096537370960992,8.58,2.86,5.72,0.5,24.63,-147.62,5.1,64.49770759042282,Recruitment
22,100.0,1258.8355,-1286.8025,0.9782662840645708,8.98,2.82,6.16,0.45779220779220775,25.02,-152.74,5.23,64.27584915084915,Recruitment
23,100.0,1276.5075,-1005.438,1.2696033967285898,28.54,22.82,5.72,3.9895104895104896,23.65,-94.5,5.03,53.910884718498664,InPause
