Breath_num,P_peak,Dy_comp,Label
1,16.29,46.15079717,Normal
2,16.36,46.04229754,Normal
3,16.36,44.70814261,Normal
4,16.56,45.125,Normal
5,16.43,45.20931759,Normal
6,16.56,44.49065744,Normal
7,16.62,44.95873494,Normal
8,16.43,44.51579178,Normal
9,16.88,46.05875421,Bronch
10,18.12,37.73254573,Normal
11,18.25,38.88377358,Normal
12,18.31,38.75356875,Normal
13,18.25,38.92045283,Normal
14,18.31,38.90105184,Normal
15,18.31,38.82268971,Normal
16,18.31,39.06164538,Normal
17,18.25,39.1625283,Normal
18,18.25,39.22124528,Normal
19,18.18,39.57018209,Normal
20,18.18,39.07503794,Normal
21,18.51,38.8250185,Normal
22,18.38,39.10351271,Normal
23,18.18,39.38444613,Normal
24,18.31,39.23305785,Normal
25,18.25,39.17781132,Normal
26,18.31,39.26585274,Normal
27,18.31,39.29335086,Normal
28,18.31,38.94124718,Normal
29,18.31,39.32809917,Normal
30,18.38,39.08116592,Normal
31,18.31,38.55473328,Normal
32,18.64,38.66330645,Normal
33,18.38,39.16666667,Normal
34,18.38,39.03927504,Normal
35,18.38,38.43811659,Normal
36,18.44,38.81227679,Normal
37,18.31,38.94357626,Normal
38,18.31,38.9484598,Normal
39,18.38,38.60975336,Normal
40,18.51,38.23515914,Normal
41,18.38,38.46281764,Normal
42,18.44,38.15751488,Normal
43,18.64,37.74527126,Normal
44,18.64,37.72192082,Normal
45,18.64,37.71279326,Normal
46,18.51,38.16528497,Normal
47,18.51,37.64071058,Normal
48,18.7,37.93485401,Normal
49,18.44,38.0047247,Normal
50,18.57,38.23798821,Normal
51,18.44,38.31841518,Normal
52,18.51,37.9515544,Normal
53,18.44,38.31071429,Normal
54,18.44,38.20234375,Normal
55,18.38,38.19166667,Normal
56,18.38,38.27462631,Normal
57,18.44,37.86941964,Normal
58,18.38,38.3294843,Normal
59,18.31,38.38974455,Normal
60,18.38,37.96356502,Normal
61,18.7,38.02109489,Normal
62,18.64,38.08101173,Normal
63,18.51,38.44174685,Normal
64,18.44,38.50569196,Normal
65,18.51,37.84411547,Normal
66,18.64,37.61099707,Normal
67,19.09,36.80862314,Normal
68,18.57,37.67778187,Normal
69,18.7,37.54222628,Normal
70,18.7,37.43835766,Normal
71,18.83,37.22060738,Normal
72,18.77,37.19368192,Normal
73,18.77,37.35123457,Normal
74,18.7,37.62927007,Normal
75,18.7,37.30748175,Normal
76,18.77,37.01216412,Normal
77,18.7,37.52879562,Normal
78,18.77,36.55508351,Normal
79,19.09,36.8102555,Normal
80,18.77,37.17396514,Normal
81,18.77,36.9731663,Normal
82,18.83,37.3538684,Normal
83,18.77,37.09560639,Normal
84,18.77,37.19451707,Normal
85,18.64,37.65414223,Normal
86,18.64,36.68607038,Normal
87,18.83,37.47534346,Normal
88,18.64,36.76653226,Normal
89,18.96,37.075,Normal
90,18.64,37.81678886,Normal
91,18.57,36.41639646,Normal
92,19.09,37.12711143,Normal
93,18.44,37.8984747,Normal
94,18.57,37.78504053,Normal
95,18.77,37.20769789,Normal
96,18.77,36.70083515,Normal
97,18.83,37.08998554,Normal
98,18.7,37.23193431,Normal
99,18.77,37.43133624,Normal
100,18.7,37.09985401,Normal
101,18.83,36.35592914,Normal
102,19.09,36.71089425,Normal
103,18.77,37.10686275,Normal
104,18.83,36.42939262,Normal
105,19.03,36.98225232,Normal
106,18.9,36.25269784,Normal
107,19.16,36.62379944,Normal
108,18.77,36.85987654,Normal
109,19.03,36.04052031,Normal
110,18.96,36.98090974,Normal
111,18.77,37.05668119,Normal
112,18.64,37.52456012,Normal
113,18.51,37.81754256,Normal
114,18.57,37.18106116,Normal
115,18.77,37.5627451,Normal
116,18.64,37.48607038,Normal
117,18.64,37.46260997,Normal
118,18.9,37.53273381,Normal
119,18.64,37.74670088,Normal
120,19.48,35.70949586,Normal
121,19.48,35.31868094,Normal
122,19.35,35.27052265,Normal
123,19.61,34.90787132,Normal
124,19.55,34.92814433,Normal
125,19.55,35.54264605,Normal
126,19.35,35.9925784,Normal
127,19.22,35.90731364,Normal
128,20.2,33.65036184,Normal
129,20.59,32.35141116,Normal
130,20.85,32.2615142,Normal
131,20.72,32.63015267,Normal
132,20.53,32.4378944,Normal
133,20.85,32.51971609,Normal
134,20.53,33.46613007,Normal
135,20.14,34.37608983,Normal
136,19.81,34.72194463,Normal
137,19.88,34.26754032,Normal
138,20.01,34.51349101,Normal
139,19.81,34.8624578,Normal
140,19.75,35.13922034,Normal
141,19.81,34.90023633,Normal
142,19.94,34.52151941,Normal
143,19.94,34.58065596,Normal
144,19.81,34.8012154,Normal
145,19.75,35.15725424,Normal
146,19.61,35.58504449,Normal
147,19.55,35.24896907,Normal
148,19.55,34.64869416,Normal
149,20.01,34.91875416,Normal
150,19.55,35.32147766,Normal
151,19.94,34.35331325,Normal
152,19.75,34.70430508,Normal
153,19.75,34.19830508,Normal
154,19.94,34.62881526,Normal
155,19.55,34.85408935,Normal
156,20.01,34.59177215,Normal
157,19.75,34.61237288,Normal
158,20.4,33.43970779,Normal
159,20.27,33.08431565,Normal
160,20.79,32.56177961,Normal
161,20.59,32.88867864,Normal
162,20.66,32.34795658,Normal
163,20.98,32.22218398,Normal
164,20.66,33.35731162,Normal
165,20.2,33.52595395,Normal
166,20.59,33.39813983,Normal
